Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1963, 1966]	а александров	Q934314	Александров, Александр Данилович	P166	полученные награды	Заслуженный деятель науки и техники РСФСР	0	0	0	0	1963-01-01
[1992, 1999]	а александров	Q1958951	Борис Александрович Александров	P570	дата смерти	0	0	1994-06-17	0	0	0
[1981, 1984]	а александров	Q487918	Анатолий Николаевич Александров	P570	дата смерти	0	0	1982-04-16	0	0	0
[1981, 1984]	а александров	Q934314	Александров, Александр Данилович	P166	полученные награды	орден Дружбы народов	0	0	0	0	1982-01-01
[1991, 1998]	а алексеев	Q4061687	Алексеев, Михаил Андреевич	P570	дата смерти	0	0	1995-09-18	0	0	0
[1999, 2004]	а андреев	Q2642109	Александр Фёдорович Андреев	P166	полученные награды	Золотая медаль имени П. Л. Капицы	0	0	0	0	1999-01-01
[1990, 1997]	а андреев	Q2642109	Александр Фёдорович Андреев	P39	занимаемая должность	вице-президент	Российская академия наук	0	1991-12-19	2013-06-01	0
[2003, 2004]	а андреева	Q43928374	Валентина А. Андреева	P69	учебное заведение	Университет Южной Калифорнии	0	0	2003-01-01	2008-01-01	0
[1990, 1997]	а андреева	Q43928374	Валентина А. Андреева	P69	учебное заведение	Green Mountain College	0	0	1993-01-01	1998-01-01	0
[1966, 1971]	а арбуз	Q900359	Александр Ерминингельдович Арбузов	P570	дата смерти	0	0	1968-01-21	0	0	0
[1966, 1971]	а арбуз	Q56307458	Арбузов, Андрей Борисович	P569	дата рождения	0	0	1967-06-30	0	0	0
[1993, 1999]	а архипов	Q1395757	Василий Александрович Архипов	P570	дата смерти	0	0	1998-08-19	0	0	0
[1981, 1985]	а афанасьев	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	ЦСКА	0	0	1984-01-01	1988-01-01	0
[1990, 1997]	а афанасьев	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Торпедо	0	0	1989-01-01	1994-01-01	0
[1990, 1997]	а афанасьев	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	сборная России по футболу	0	0	1993-01-01	1995-01-01	0
[1990, 1997]	а афанасьев	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Локомотив-НН	0	0	1996-01-01	1997-01-01	0
[1990, 1997]	а афанасьев	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден «За заслуги перед Отечеством» III степени	0	0	0	0	1996-08-26
[1981, 1985]	а афанасьев	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1983-08-30
[1981, 1985]	а афанасьев	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1982-11-05
[1958, 1959]	а афанасьев	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1958-07-25
[1973, 1974]	а афанасьев	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Ленинская премия	0	0	0	0	1973-01-01
[1990, 1997]	а афанасьев	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Спартак	0	0	1995-01-01	1995-01-01	0
[1965, 1967]	а ахматова	Q80440	Анна Андреевна Ахматова	P2032	окончание периода активности	0	0	1966-01-01	0	0	0
[1965, 1967]	а ахматова	Q80440	Анна Андреевна Ахматова	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1965-01-01
[1965, 1967]	а ахматова	Q80440	Анна Андреевна Ахматова	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1966-01-01
[1965, 1967]	а ахматова	Q80440	Анна Андреевна Ахматова	P570	дата смерти	0	0	1966-03-05	0	0	0
[1974, 1980]	а яковлев	Q1967995	Александра Евгеньевна Яковлева	P2031	начало периода активности	0	0	1978-01-01	0	0	0
[1988, 1998]	а яковлев	Q1459845	Яковлева, Татьяна Алексеевна	P570	дата смерти	0	0	1991-04-28	0	0	0
[1989, 1992]	аарон копленд	Q192185	Копленд, Аарон	P570	дата смерти	0	0	1990-12-02	0	0	0
[1977, 1978]	аарон ярить	Q2886487	Ярив, Аарон	P39	занимаемая должность	депутат кнессета	0	0	1974-01-21	1977-05-16	0
[1938, 1940]	аягузский район	Q2550754	Аягузский район	P131	административно-территориальная единица	Алматинская область	0	0	1932-03-10	1939-10-13	0
[1938, 1940]	аягузский район	Q2550754	Аягузский район	P131	административно-территориальная единица	Семипалатинская область	0	0	1939-10-14	1997-05-03	0
[1975, 1987]	аятолла хомейня	Q38823	Рухолла Мусави Хомейни	P39	занимаемая должность	Высший руководитель Ирана	0	0	1979-12-03	1989-06-03	0
[1985, 1989]	я арафат	Q34211	Ясир Арафат	P166	полученные награды	премия имени Джавахарлала Неру	0	0	0	0	1988-01-01
[1995, 2005]	я арафат	Q34211	Ясир Арафат	P39	занимаемая должность	президент Государства Палестина	0	0	1994-04-02	2004-11-11	0
[1995, 2005]	я арафат	Q34211	Ясир Арафат	P39	занимаемая должность	председатель Палестинской национальной администрации	0	0	1994-07-05	2004-11-11	0
[1995, 2005]	я арафат	Q34211	Ясир Арафат	P570	дата смерти	0	0	2004-11-11	0	0	0
[1995, 2005]	я арафат	Q34211	Ясир Арафат	P166	полученные награды	кавалер Большого креста, декорированного Большой лентой ордена «За заслуги перед Итальянской Республикой»	0	0	0	0	1999-02-19
[1995, 2005]	я арафат	Q34211	Ясир Арафат	P39	занимаемая должность	председатель Организации освобождения Палестины	0	0	1969-02-04	2004-10-29	0
[1975, 1977]	я арафат	Q34211	Ясир Арафат	P166	полученные награды	премия «Двусмысленность»	0	0	0	0	1975-01-01
[1998, 2000]	яак аллик	Q1676747	Яак Аллик	P39	занимаемая должность	министр культуры Эстонии	0	0	1996-01-01	1999-03-25	0
[2006, 2007]	яан каплинский	Q467482	Каплинский, Яан	P166	полученные награды	орден Государственного герба 3 класса	0	0	0	0	2006-01-01
[2003, 2004]	яан каплинский	Q467482	Каплинский, Яан	P166	полученные награды	премия Макса Жакоба	0	0	0	0	2003-01-01
[1968, 1972]	яан кросс	Q161842	Яан Кросс	P166	полученные награды	литературная премия Фридеберта Тугласа	0	0	0	0	1971-01-01
[1967, 1972]	яан тальтс	Q1378847	Тальтс, Яан	P166	полученные награды	спортсмен года в Эстонии	0	0	0	0	1969-01-01
[1967, 1972]	яан тальтс	Q1378847	Тальтс, Яан	P166	полученные награды	спортсмен года в Эстонии	0	0	0	0	1970-01-01
[1967, 1972]	яан тальтс	Q1378847	Тальтс, Яан	P166	полученные награды	спортсмен года в Эстонии	0	0	0	0	1967-01-01
[1967, 1972]	яан тальтс	Q1378847	Тальтс, Яан	P166	полученные награды	спортсмен года в Эстонии	0	0	0	0	1968-01-01
