Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1989, 1990]	ахмадулина белла	Q253395	Белла Ахатовна Ахмадулина	P166	полученные награды	Сталинская премия	0	0	0	0	1989-01-01
[1963, 1969]	ахманов а	Q4073012	Ахманов, Сергей Александрович	P166	полученные награды	Премия имени М. В. Ломоносова	0	0	0	0	1964-01-01
[1954, 1958]	ахманов а	Q4073006	Ахманов, Александр Сергеевич	P570	дата смерти	0	0	1957-06-06	0	0	0
[1980, 1986]	ахманов с	Q4073012	Ахманов, Сергей Александрович	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1980-01-01
[1958, 1966]	ахманов с	Q4073012	Ахманов, Сергей Александрович	P166	полученные награды	Премия имени М. В. Ломоносова	0	0	0	0	1964-01-01
[2000, 2008]	ахмат кадыров	Q297006	Ахмат Абдулхамидович Кадыров	P39	занимаемая должность	Руководство Чечни после 1991 года	0	0	2003-10-05	2004-05-09	0
[2000, 2008]	ахмат кадыров	Q297006	Ахмат Абдулхамидович Кадыров	P166	полученные награды	Герой Российской Федерации	0	0	0	0	2004-05-10
[2000, 2008]	ахмат кадыров	Q297006	Ахмат Абдулхамидович Кадыров	P570	дата смерти	0	0	2004-05-09	0	0	0
[2000, 2008]	ахмат кадыров	Q4335998	орден имени Ахмата Кадырова	P571	дата основания/создания/возникновения	0	0	2004-08-23	0	0	0
[1958, 1966]	ахматова а	Q80440	Анна Андреевна Ахматова	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1965-01-01
[1961, 1968]	ахматова анна	Q80440	Анна Андреевна Ахматова	P2032	окончание периода активности	0	0	1966-01-01	0	0	0
[1961, 1968]	ахматова анна	Q80440	Анна Андреевна Ахматова	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1966-01-01
[1961, 1968]	ахматова анна	Q80440	Анна Андреевна Ахматова	P1411	номинирован на	Нобелевская премия по литературе	0	0	0	0	1965-01-01
[1987, 1991]	ахматова анна	Q2066165	Музей Анны Ахматовой в Фонтанном доме	P1619	дата официального открытия	0	0	1989-06-24	0	0	0
[1961, 1968]	ахматова анна	Q80440	Анна Андреевна Ахматова	P570	дата смерти	0	0	1966-03-05	0	0	0
[1987, 1991]	ахматова анна	Q2066165	Музей Анны Ахматовой в Фонтанном доме	P571	дата основания/создания/возникновения	0	0	1989-06-24	0	0	0
[1958, 1959]	ахматова р	Q1984545	Раиса Солтамурадовна Ахматова	P2031	начало периода активности	0	0	1958-01-01	0	0	0
[1986, 1993]	ахматова с	Q1984545	Раиса Солтамурадовна Ахматова	P570	дата смерти	0	0	1992-01-29	0	0	0
[2000, 2004]	ахмед али	Q380787	Адонис	P166	полученные награды	Al Owais Award	0	0	0	0	2002-01-01
[2000, 2004]	ахмед али	Q380787	Адонис	P166	полученные награды	Американская премия по литературе	0	0	0	0	2003-01-01
[1974, 1975]	ахмед али	Q317778	Фахруддин Али Ахмед	P39	занимаемая должность	президент Индии	0	0	1974-08-24	1977-02-11	0
[2000, 2004]	ахмед али	Q380787	Адонис	P166	полученные награды	Mondello Prize	0	0	0	0	2003-01-01
[2000, 2004]	ахмед али	Q380787	Адонис	P166	полученные награды	медаль Гёте	0	0	0	0	2001-01-01
[1962, 1966]	ахмед бен	Q179908	Ахмед бен Белла	P39	занимаемая должность	президент Алжира	0	0	1963-09-15	1965-06-19	0
[1995, 2000]	ахмед заки	Q4696065	Заки, Ахмед	P570	дата смерти	0	0	1996-11-15	0	0	0
[1972, 1976]	ахмед исмаил	Q401331	Исмаил, Ахмед	P569	дата рождения	0	0	1975-10-21	0	0	0
[2007, 2008]	ахмед осман	Q401422	Ахмед Осман	P39	занимаемая должность	президент	National Rally of Independents	0	1978-01-01	2007-05-27	0
[1972, 1976]	ахмед осман	Q401422	Ахмед Осман	P39	занимаемая должность	премьер-министр Марокко	0	0	1972-11-02	1979-03-22	0
[1966, 1972]	ахмед хасан	Q238046	Ахмед Хасан аль-Бакр	P39	занимаемая должность	премьер-министр Ирака	0	0	1968-07-31	1979-07-16	0
[2003, 2007]	ахмед ясин	Q188653	Ясин, Ахмед	P570	дата смерти	0	0	2004-03-22	0	0	0
[1969, 1980]	ахмедов м	Q4073074	Ахмедов, Мурад Магомедович	P569	дата рождения	0	0	1977-06-30	0	0	0
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1972-01-11
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден Ленина	0	0	0	0	1972-01-11
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1972-01-11
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден Ленина	0	0	0	0	1973-12-10
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден Ленина	0	0	0	0	1971-12-02
[1980, 1983]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден Ленина	0	0	0	0	1982-01-11
[1980, 1983]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	Орден 25 февраля 1948 года	0	0	0	0	1982-01-01
[1980, 1983]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1982-01-11
[1980, 1983]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1982-01-11
[1993, 1995]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P570	дата смерти	0	0	1993-08-22	0	0	0
[1980, 1983]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден «Георгий Димитров»	0	0	0	0	1982-01-01
[1971, 1976]	ахмедович кунай	Q1226580	Динмухамед Ахмедович Кунаев	P166	полученные награды	орден Сухэ-Батора	0	0	0	0	1974-01-01
[1966, 1970]	ахмет жубанов	Q340559	Ахмет Куанович Жубанов	P570	дата смерти	0	0	1968-05-30	0	0	0
[1924, 1925]	ахмет зог	Q60699	Ахмет Зогу	P39	занимаемая должность	председатель Совета министров Албании	0	0	1922-12-26	1924-02-25	0
[1968, 1970]	ахмет куанович	Q340559	Ахмет Куанович Жубанов	P570	дата смерти	0	0	1968-05-30	0	0	0
[1999, 2002]	ахметзянов и	Q4073110	Ахметзянов, Ильдар Раушанович	P54	член спортивной команды	Нефтехимик	0	0	2001-01-01	2005-01-01	0
[1957, 1959]	ахметов с	Q57863	Серик Ныгметович Ахметов	P569	дата рождения	0	0	1958-06-25	0	0	0
[1990, 1992]	ахромеев сергей	Q48042	Сергей Фёдорович Ахромеев	P570	дата смерти	0	0	1991-08-24	0	0	0
[1969, 1972]	ахти карьялайнен	Q402977	Ахти Карьялайнен	P39	занимаемая должность	премьер-министр Финляндии	0	0	1970-07-15	1971-10-29	0
[1961, 1966]	ахти карьялайнен	Q402977	Ахти Карьялайнен	P39	занимаемая должность	премьер-министр Финляндии	0	0	1962-04-13	1963-12-18	0
[2002, 2007]	ахто леви	Q15131874	Ахто Леви	P570	дата смерти	0	0	2006-01-20	0	0	0
[1975, 1976]	ахтубинский район	Q2641435	Ахтубинский район	P571	дата основания/создания/возникновения	0	0	1975-01-01	0	0	0
[1938, 1940]	ахундов с	Q1981434	Сулейман Сани Ахундов	P570	дата смерти	0	0	1939-03-29	0	0	0
[1968, 1973]	яхья хан	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	Список министров иностранных дел Пакистана	0	0	1969-04-05	1971-12-20	0
[1968, 1973]	яхья хан	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	министр обороны Пакистана	0	0	1969-04-05	1971-12-20	0
[1968, 1973]	яхья хан	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	президент Пакистана	0	0	1969-03-25	1971-12-20	0
[1968, 1973]	яхья хан	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	начальник штаба Сухопутных войск Пакистана	0	0	1966-06-18	1971-12-20	0
