Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1998, 2004]	гражданский партия	Q828099	Гражданская демократическая партия	P488	руководитель	Вацлав Клаус	0	0	1991-01-01	2002-01-01	0
[2000, 2008]	гражданский платформа	Q156868	Гражданская платформа	P488	руководитель	Дональд Туск	0	0	2003-01-01	2014-01-01	0
[2000, 2008]	гражданский платформа	Q156868	Гражданская платформа	P571	дата основания/создания/возникновения	0	0	2001-01-24	0	0	0
[1997, 2009]	гражданский позиция	Q4147532	Гражданская позиция	P571	дата основания/создания/возникновения	0	0	2005-03-24	0	0	0
[1988, 1994]	гражданский форум	Q1755236	Гражданский форум	P571	дата основания/создания/возникновения	0	0	1989-01-01	0	0	0
[1990, 1998]	гражданство российский	Q2754061	Гражданство России	P580	дата начала	0	0	1992-02-06	0	0	0
[1990, 1999]	гражданство россия	Q2754061	Гражданство России	P580	дата начала	0	0	1992-02-06	0	0	0
[1992, 2006]	гражданство рф	Q2754061	Гражданство России	P580	дата начала	0	0	1992-02-06	0	0	0
[1995, 2001]	гражданство сша	Q7865719	Гражданство сша	P580	дата начала	0	0	2000-09-22	0	0	0
[1969, 1970]	гражина бацевич	Q230978	Гражина Бацевич	P570	дата смерти	0	0	1969-01-17	0	0	0
[1954, 1956]	грайворонский район	Q2216907	Грайворонский район	P131	административно-территориальная единица	Курская область	0	0	1934-06-13	1954-01-05	0
[1954, 1956]	грайворонский район	Q2216907	Грайворонский район	P131	административно-территориальная единица	Белгородская область	0	0	1954-01-06	1965-01-12	0
[1989, 2001]	грайворонский район	Q2216907	Грайворонский район	P131	административно-территориальная единица	Белгородская область	0	0	1989-01-01	0	0
[1923, 1928]	грайворонский уезд	Q4147602	Грайворонский уезд	P131	административно-территориальная единица	Курская губерния	0	0	1925-06-01	0	0
[1923, 1928]	грайворонский уезд	Q4147602	Грайворонский уезд	P131	административно-территориальная единица	Курская губерния	0	0	1838-01-01	1924-05-12	0
[1962, 1969]	грамматик в	Q4147645	Владимир Александрович Грамматиков	P2031	начало периода активности	0	0	1963-01-01	0	0	0
[1948, 1954]	граммофонный пластинка	Q178588	грампластинка	P571	дата основания/создания/возникновения	0	0	1948-06-21	0	0	0
[1930, 1938]	граммофонный пластинка	Q178588	грампластинка	P575	дата открытия	0	0	1931-01-01	0	0	0
[2004, 2009]	гранат в	Q316929	Владимир Васильевич Гранат	P54	член спортивной команды	Звезда	0	0	2004-01-01	2004-01-01	0
[2004, 2009]	гранат в	Q316929	Владимир Васильевич Гранат	P54	член спортивной команды	Сибирь	0	0	2006-01-01	2006-01-01	0
[2004, 2009]	гранат в	Q316929	Владимир Васильевич Гранат	P54	член спортивной команды	Динамо (Москва)	0	0	2005-01-01	2015-01-01	0
[2004, 2009]	гранат в	Q316929	Владимир Васильевич Гранат	P54	член спортивной команды	Звезда	0	0	2006-01-01	2006-01-01	0
[1936, 1946]	граната и	Q4147768	Игнатий Наумович Гранат	P570	дата смерти	0	0	1941-12-29	0	0	0
[1930, 1933]	гранатовый дерево	Q56299168	Гранатовое дерево	P571	дата основания/создания/возникновения	0	0	1930-01-01	0	0	0
[1998, 2003]	гранд каньон	Q2901889	Гранд Каньон	P1619	дата официального открытия	0	0	1999-08-01	0	0	0
[1998, 2003]	гранд каньон	Q2901889	Гранд Каньон	P571	дата основания/создания/возникновения	0	0	1999-01-01	0	0	0
[1998, 2001]	гранильщик в	Q4147851	Гранильщиков, Юрий Владимирович	P570	дата смерти	0	0	1998-08-05	0	0	0
[1949, 1950]	гранин д	Q519878	Даниил Александрович Гранин	P2031	начало периода активности	0	0	1949-01-01	0	0	0
[1947, 1948]	гранит р	Q217722	Гранит, Рагнар	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1947-01-01
[1951, 1958]	гранит р	Q217722	Гранит, Рагнар	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1952-01-01
[1951, 1958]	гранит р	Q217722	Гранит, Рагнар	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1951-01-01
[1951, 1958]	гранит р	Q217722	Гранит, Рагнар	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1953-01-01
[2003, 2008]	граница без	Q154330	Репортёры без границ	P166	полученные награды	Dawit Isaak award	0	0	0	0	2007-01-01
[2003, 2008]	граница без	Q154330	Репортёры без границ	P166	полученные награды	премия имени Сахарова	0	0	0	0	2005-01-01
[1985, 1997]	граница без	Q154330	Репортёры без границ	P571	дата основания/создания/возникновения	0	0	1985-01-01	0	0	0
[2003, 2008]	граница без	Q154330	Репортёры без границ	P166	полученные награды	премия Зибенпфейфера	0	0	0	0	2007-01-01
[2003, 2008]	граница без	Q154330	Репортёры без границ	P166	полученные награды	Премия Антонио Асенсио	0	0	0	0	2006-01-01
[1985, 1997]	граница без	Q154330	Репортёры без границ	P166	полученные награды	Lorenzo Natali Journalism Prize	0	0	0	0	1992-01-01
[1978, 1982]	граница государственный	Q4146566	Государственная граница (телесериал)	P577	дата публикации	0	0	1980-01-01	0	0	0
[1937, 1942]	граница на	Q15270796	На границе	P577	дата публикации	0	0	1938-01-01	0	0	0
[2000, 2001]	граница роман	Q4147887	Граница. Таёжный роман	P580	дата начала	0	0	2000-12-13	0	0	0
[2000, 2001]	граница роман	Q4147887	Граница. Таёжный роман	P577	дата публикации	0	0	2000-01-01	0	0	0
[2005, 2006]	грановский александр	Q2474828	Грановский, Александр Анатольевич	P54	член спортивной команды	Харьков	0	0	2005-01-01	2006-01-01	0
[2005, 2006]	грановский александр	Q2474828	Грановский, Александр Анатольевич	P54	член спортивной команды	Металлист	0	0	2004-01-01	2005-01-01	0
[1992, 1999]	грановский александр	Q2474828	Грановский, Александр Анатольевич	P54	член спортивной команды	Кривбасс	0	0	1998-01-01	2001-01-01	0
[2000, 2005]	грант матевосян	Q4284690	Матевосян, Грант Игнатьевич	P570	дата смерти	0	0	2002-12-19	0	0	0
[1978, 1980]	грант э	Q380856	Ричард Грант	P166	полученные награды	медаль Эллиота	0	0	0	0	1979-01-01
[1987, 1991]	грань безумие	Q3033518	На грани безумия	P577	дата публикации	0	0	1989-01-01	0	0	0
[1993, 1997]	грань возможный	Q1621450	За гранью возможного	P577	дата публикации	0	0	1995-03-26	0	0	0
[2001, 2004]	грань возможный	Q1621450	За гранью возможного	P582	дата окончания	0	0	2002-01-18	0	0	0
[1993, 1997]	грань возможный	Q1621450	За гранью возможного	P580	дата начала	0	0	1995-03-26	0	0	0
[1965, 1967]	грань возможный	Q839437	За гранью возможного	P582	дата окончания	0	0	1965-01-16	0	0	0
[1962, 1967]	грань уничтожение	Q2989836	Грань уничтожения	P1191	первое исполнение	0	0	1964-02-08	0	0	0
[1962, 1963]	граф александр	Q64220	Граф, Александр	P569	дата рождения	0	0	1962-08-25	0	0	0
[1987, 1998]	граф александр	Q64220	Граф, Александр	P2962	шахматный титул	гроссмейстер	0	0	1992-01-01	0	0
[1980, 1984]	граф александр	Q64220	Граф, Александр	P2962	шахматный титул	мастер спорта СССР по шахматам	0	0	1981-01-01	0	0
[1993, 1994]	граф барселонский	Q313857	Хуан, граф Барселонский	P97	титул	Count of Barcelona	0	0	1941-01-15	1993-04-01	0
[1993, 1994]	граф барселонский	Q313857	Хуан, граф Барселонский	P570	дата смерти	0	0	1993-04-01	0	0	0
[1989, 1996]	граф владимир	Q4148072	Графов, Владимир Сергеевич	P570	дата смерти	0	0	1991-12-09	0	0	0
[1946, 1950]	граф г	Q1979804	Граф, Ганс	P569	дата рождения	0	0	1949-02-15	0	0	0
[1988, 1990]	граф герман	Q61240	Граф, Герман	P570	дата смерти	0	0	1988-11-04	0	0	0
[1977, 1981]	граф дракула	Q2850168	Граф Дракула	P577	дата публикации	0	0	1977-01-01	0	0	0
[1987, 1997]	граф иван	Q4148028	Граф, Иван	P569	дата рождения	0	0	1987-06-17	0	0	0
[1985, 1993]	граф ламсдорф	Q60153	Отто Ламбсдорф	P1399	осуждён за	уклонение от уплаты налогов	0	0	0	0	1987-01-01
[1973, 1977]	граф ламсдорф	Q60153	Отто Ламбсдорф	P39	занимаемая должность	член бундестага Германии	0	0	1972-12-13	1976-12-13	0
[1998, 2001]	граф ламсдорф	Q60153	Отто Ламбсдорф	P166	полученные награды	медаль Райнхольда Майера	0	0	0	0	1998-01-01
[1998, 2001]	граф ламсдорф	Q60153	Отто Ламбсдорф	P166	полученные награды	премия Эрика Варбурга	0	0	0	0	2000-01-01
[1982, 1983]	граф невзоров	Q4375123	Похождения графа Невзорова	P577	дата публикации	0	0	1982-01-01	0	0	0
[1958, 1959]	граф парижский	Q354477	Луи-Филипп, граф Парижский	P119	место погребения	Королевская капелла в Дрё	0	0	1958-01-01	0	0
[1966, 1968]	граф роберт	Q119923	Роберт Граф	P570	дата смерти	0	0	1966-02-04	0	0	0
[1987, 1993]	граф роберт	Q7344892	Роберт Граф	P570	дата смерти	0	0	1988-05-26	0	0	0
[1929, 1930]	граф роберт	Q2157328	Роберт Граф	P569	дата рождения	0	0	1929-07-17	0	0	0
[1951, 1953]	граф ю	Q124104	Граф, Юрген	P569	дата рождения	0	0	1951-08-15	0	0	0
[1996, 2001]	графиня марица	Q1551462	Марица	P577	дата публикации	0	0	2000-01-01	0	0	0
[1969, 1972]	графиня фон	Q62443	Марион Дёнхофф	P166	полученные награды	Премия мира немецких книготорговцев	0	0	0	0	1971-10-17
[1997, 2003]	графиня фон	Q62443	Марион Дёнхофф	P570	дата смерти	0	0	2002-03-11	0	0	0
[1990, 1997]	графиня шереметев	Q4148061	Графиня Шереметева	P577	дата публикации	0	0	1994-01-01	0	0	0
[1948, 1950]	графтио г	Q1284495	Графтио, Генрих Осипович	P570	дата смерти	0	0	1949-04-30	0	0	0
[1999, 2003]	грач л	Q4148127	Грач, Леонид Иванович	P39	занимаемая должность	народный депутат Украины	0	0	2002-05-14	2006-05-25	0
[1971, 1975]	грачев александр	Q4148157	Грачёв, Александр Матвеевич	P570	дата смерти	0	0	1973-04-13	0	0	0
[1969, 1981]	грачев в	Q4148171	Грачёв, Виталий Андреевич	P570	дата смерти	0	0	1978-12-24	0	0	0
[1992, 1999]	грачев виктор	Q2668448	Грачёв, Виктор Александрович	P54	член спортивной команды	Дебрецен	0	0	1993-01-01	1994-01-01	0
[1992, 1999]	грачев виктор	Q2668448	Грачёв, Виктор Александрович	P54	член спортивной команды	Шахтёр	0	0	1994-01-01	1995-01-01	0
[1979, 1980]	грачев виктор	Q2668448	Грачёв, Виктор Александрович	P54	член спортивной команды	Торпедо	0	0	1979-01-01	1979-01-01	0
[1992, 1999]	грачев виктор	Q2668448	Грачёв, Виктор Александрович	P54	член спортивной команды	БВСК	0	0	1991-01-01	1993-01-01	0
[2003, 2007]	грачев михаил	Q4148187	Грачёв, Михаил Фролович	P570	дата смерти	0	0	2003-02-23	0	0	0
[1968, 1981]	грачевский район	Q1253773	Грачёвский район	P571	дата основания/создания/возникновения	0	0	1970-01-01	0	0	0
[1949, 1951]	грачевский ю	Q4148136	Борис Грачевский	P569	дата рождения	0	0	1949-03-18	0	0	0
[2005, 2006]	гращенков в	Q4148217	Гращенков, Виктор Николаевич	P570	дата смерти	0	0	2005-05-27	0	0	0
[1975, 1979]	гребенников г	Q3440852	Гребенников, Роман Георгиевич	P569	дата рождения	0	0	1975-08-25	0	0	0
[1953, 1954]	гребенщиков и	Q4148272	Илья Васильевич Гребенщиков	P570	дата смерти	0	0	1953-02-08	0	0	0
[1971, 1972]	гребнев александр	Q4715152	Гребнев, Александр Сергеевич	P54	член спортивной команды	Динамо (Москва)	0	0	1971-01-01	1971-01-01	0
[1988, 1994]	грегор гизя	Q65126	Грегор Гизи	P39	занимаемая должность	член бундестага Германии	0	0	1990-10-03	1990-12-20	0
[2005, 2009]	грегор гизя	Q65126	Грегор Гизи	P39	занимаемая должность	член бундестага Германии	0	0	2005-10-18	2009-10-27	0
[1988, 1994]	грегор гизя	Q65126	Грегор Гизи	P39	занимаемая должность	член бундестага Германии	0	0	1990-12-20	1994-11-10	0
[1932, 1935]	грегор штрассер	Q76638	Штрассер, Грегор	P570	дата смерти	0	0	1934-06-30	0	0	0
[1932, 1935]	грегор штрассер	Q76638	Штрассер, Грегор	P570	дата смерти	0	0	1934-07-01	0	0	0
[1932, 1935]	грегор штрассер	Q76638	Штрассер, Грегор	P39	занимаемая должность	депутат рейхстага Веймарской республики	0	0	1924-12-07	1932-11-06	0
[1998, 2005]	грегори корсо	Q470871	Корсо, Грегори	P570	дата смерти	0	0	2001-01-17	0	0	0
[1998, 2003]	грегори печь	Q108366	Грегори Пек	P1411	номинирован на	премия «Эмми» за лучшую мужскую роль второго плана в мини-сериале или фильме	0	0	0	0	1998-01-01
[1998, 2003]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	премия Мариан Андерсон	0	0	0	0	1999-01-01
[1966, 1968]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	Награда имени Джина Хершолта	0	0	0	0	1967-01-01
[1986, 1987]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	премия «Доностия»	0	0	0	0	1986-01-01
[1954, 1955]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	Henrietta Award	0	0	0	0	1954-01-01
[1960, 1964]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	премия «Золотой глобус» за лучшую мужскую роль — драма	0	0	0	0	1962-01-01
[1960, 1964]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	Премия «Давид ди Донателло» лучшему иностранному актёру	0	0	0	0	1963-01-01
[1954, 1955]	грегори печь	Q108366	Грегори Пек	P1411	номинирован на	Henrietta Award	0	0	0	0	1954-01-01
[1960, 1964]	грегори печь	Q108366	Грегори Пек	P1411	номинирован на	премия «Золотой глобус» за лучшую мужскую роль — драма	0	0	0	0	1963-01-01
[1960, 1964]	грегори печь	Q108366	Грегори Пек	P1411	номинирован на	премия «Золотой глобус» за лучшую мужскую роль — драма	0	0	0	0	1962-01-01
[1994, 1996]	грегори печь	Q108366	Грегори Пек	P166	полученные награды	премия «Сезар» за выдающиеся заслуги в кинематографе	0	0	0	0	1995-01-01
[1945, 1948]	греза и	Q63702	Грезе, Ирма	P570	дата смерти	0	0	1945-12-13	0	0	0
[1999, 2006]	грейам белл	Q34286	Александр Грэм Белл	P166	полученные награды	Канадская Аллея славы	0	0	0	0	2001-01-01
[1956, 1960]	грейс келли	Q3925	Грейс Келли	P2032	окончание периода активности	0	0	1956-01-01	0	0	0
[1965, 1967]	грек зорб	Q818710	Грек Зорба	P577	дата публикации	0	0	1965-03-26	0	0	0
[1977, 1978]	грек иван	Q4148439	Грек, Иван Михайлович	P570	дата смерти	0	0	1977-06-21	0	0	0
[1995, 2001]	греков александр	Q4148467	Греков, Александр Петрович (реставратор)	P570	дата смерти	0	0	2000-04-19	0	0	0
[1943, 1945]	гренадерский дивизия	Q2436806	563-я фольксгренадерская дивизия	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
[1954, 1956]	грета гарбо	Q5443	Грета Гарбо	P166	полученные награды	премия «Оскар» за выдающиеся заслуги в кинематографе	0	0	0	0	1954-01-01
[1941, 1942]	грета гарбо	Q5443	Грета Гарбо	P2032	окончание периода активности	0	0	1941-01-01	0	0	0
[1930, 1931]	грета гарбо	Q5443	Грета Гарбо	P1411	номинирован на	премия «Оскар» за лучшую женскую роль	0	0	0	0	1930-01-01
[1990, 1998]	грета гарбо	Q5443	Грета Гарбо	P570	дата смерти	0	0	1990-04-15	0	0	0
[2000, 2004]	грех в	Q4148690	Грехов, Игорь Всеволодович	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	2002-01-01
[1977, 1981]	грех отпущение	Q332658	Отпущение грехов	P577	дата публикации	0	0	1978-01-01	0	0	0
[2004, 2009]	грецкий орех	Q46871	Орех грецкий	P166	полученные награды	Дерево года	0	0	0	0	2008-01-01
[1940, 1946]	греческий армия	Q172648	Народно-освободительная армия Греции	P571	дата основания/создания/возникновения	0	0	1942-02-16	0	0	0
[1923, 1928]	греческий историк	Q1212561	Фрагменты греческих историков	P577	дата публикации	0	0	1926-01-01	0	0	0
[1970, 1974]	греческий королевство	Q209065	Королевство Греция	P576	дата прекращения существования	0	0	1973-01-01	0	0	0
[1984, 1989]	греческий полиция	Q2657799	Полиция Греции	P571	дата основания/создания/возникновения	0	0	1984-01-01	0	0	0
[1992, 2000]	греческий республика	Q41	Греция	P463	участник организации или клуба	Многостороннее агентство по гарантиям инвестиций	0	0	1993-08-30	0	0
[1946, 1949]	греческий республика	Q41	Греция	P463	участник организации или клуба	ЮНЕСКО	0	0	1946-11-04	0	0
[1992, 2000]	греческий республика	Q41	Греция	P463	участник организации или клуба	Missile Technology Control Regime	0	0	1992-01-01	0	0
[1969, 1970]	греческий республика	Q41	Греция	P463	участник организации или клуба	Международный центр по урегулированию инвестиционных споров	0	0	1969-05-21	0	0
[1992, 2000]	греческий республика	Q41	Греция	P463	участник организации или клуба	Всемирная торговая организация	0	0	1995-01-01	0	0
[1957, 1958]	греческий республика	Q41	Греция	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1957-09-26	0	0
[1983, 1988]	греческий республика	Q41	Греция	P35	глава государства	Константинос Караманлис	0	0	1980-05-15	1985-03-10	0
[1983, 1988]	греческий республика	Q41	Греция	P35	глава государства	Христос Сардзетакис	0	0	1985-03-30	1990-05-04	0
[1974, 1980]	греческий республика	Q41	Греция	P35	глава государства	Константинос Цацос	0	0	1975-06-20	1980-05-15	0
[1983, 1988]	греческий республика	Q41	Греция	P35	глава государства	Иоаннис Алеврас	0	0	1985-03-10	1985-03-30	0
[1974, 1980]	греческий республика	Q41	Греция	P35	глава государства	Федон Гизикис	0	0	1973-11-25	1974-12-17	0
[1983, 1988]	греческий республика	Q41	Греция	P463	участник организации или клуба	Австралийская группа	0	0	1985-01-01	0	0
[1974, 1980]	греческий республика	Q41	Греция	P35	глава государства	Михаил Стасинопулос	0	0	1974-12-18	1975-06-19	0
[1992, 2000]	греческий республика	Q41	Греция	P35	глава государства	Константинос Караманлис	0	0	1990-05-05	1995-03-10	0
[1992, 2000]	греческий республика	Q41	Греция	P35	глава государства	Стефанопулос, Константинос	0	0	1995-03-10	2005-03-12	0
[1977, 1982]	греческий флаг	Q129132	Флаг Греции	P571	дата основания/создания/возникновения	0	0	1978-12-22	0	0	0
[1966, 1971]	греческий хунта	Q504081	Чёрные полковники	P571	дата основания/создания/возникновения	0	0	1967-01-01	0	0	0
[1966, 1971]	греческий хунта	Q504081	Чёрные полковники	P580	дата начала	0	0	1967-04-21	0	0	0
[1966, 1971]	греческий хунта	Q504081	Чёрные полковники	P31	это частный случай понятия	бывшая административно-территориальная единица	0	0	1967-01-01	1974-01-01	0
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1973-10-16
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1973-10-16
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1973-10-16
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	Герой ЧССР	0	0	0	0	1969-10-03
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P570	дата смерти	0	0	1976-04-26	0	0	0
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1968-02-22
[1953, 1954]	гречко а	Q312495	Андрей Антонович Гречко	P607	война/сражение	События 17 июня 1953 года в ГДР	0	0	0	0	1953-01-01
[1953, 1954]	гречко а	Q312495	Андрей Антонович Гречко	P410	воинское звание	генерал армии	0	0	1953-08-03	0	0
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1963-10-15
[1962, 1977]	гречко а	Q312495	Андрей Антонович Гречко	P166	полученные награды	Почётное оружие с золотым изображением Государственного герба СССР	0	0	0	0	1968-02-22
[1972, 1978]	гречко андрей	Q312495	Андрей Антонович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1973-10-16
[1972, 1978]	гречко андрей	Q312495	Андрей Антонович Гречко	P570	дата смерти	0	0	1976-04-26	0	0	0
[1972, 1978]	гречко андрей	Q312495	Андрей Антонович Гречко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1973-10-16
[1969, 1970]	гречко андрей	Q312495	Андрей Антонович Гречко	P166	полученные награды	Герой ЧССР	0	0	0	0	1969-10-03
[1972, 1978]	гречко андрей	Q312495	Андрей Антонович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1973-10-16
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1978-03-16
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1975-02-12
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1975-02-12
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	орден Клемента Готвальда	0	0	0	0	1978-03-16
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1978-03-16
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1978-03-16
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой ЧССР	0	0	0	0	1978-03-16
[1984, 1985]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Кирти Чакра	0	0	0	0	1984-01-01
[1974, 1982]	гречко г	Q434555	Георгий Михайлович Гречко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1975-02-12
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	орден Ленина	0	0	0	0	1975-02-12
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	орден Клемента Готвальда	0	0	0	0	1978-03-16
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1975-02-12
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1975-02-12
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой ЧССР	0	0	0	0	1978-03-16
[1975, 1980]	гречко георгий	Q434555	Георгий Михайлович Гречко	P166	полученные награды	Герой Советского Союза	0	0	0	0	1978-03-16
