Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1969, 1971]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1969-01-01
[1943, 1948]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	Герой Советского Союза	0	0	0	0	1944-02-22
[1976, 1979]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден «За службу Родине в Вооружённых Силах СССР» III степени	0	0	0	0	1977-01-01
[1994, 1997]	афанасий петрович	Q15071356	Лукин, Афанасий Петрович	P570	дата смерти	0	0	1996-10-24	0	0	0
[1943, 1948]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден Красного Знамени	0	0	0	0	1943-01-01
[1943, 1948]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1945-03-24
[1943, 1948]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден Ленина	0	0	0	0	1944-02-22
[1943, 1948]	афанасий петрович	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден Отечественной войны II степени	0	0	0	0	1943-01-01
[1976, 1982]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	орден Ленина	0	0	0	0	1978-08-31
[1966, 1968]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1966-07-09
[1966, 1968]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	орден Ленина	0	0	0	0	1966-07-09
[1966, 1968]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1966-07-09
[1976, 1982]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1978-08-31
[1976, 1982]	афанасий прокопиевич	Q4298020	Афанасий Прокопьевич Михалёв	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1978-08-31
[1993, 1997]	афанасий семенович	Q4077596	Барабаш, Афанасий Семёнович	P570	дата смерти	0	0	1996-09-08	0	0	0
[1977, 1988]	афанасий семенович	Q21144790	Трошин, Афанасий Семёнович	P570	дата смерти	0	0	1985-12-24	0	0	0
[1977, 1988]	афанасий семенович	Q19906540	Ермолаев, Афанасий Семёнович	P570	дата смерти	0	0	1977-10-05	0	0	0
[1968, 1970]	афанасий сергеевич	Q18786031	Грязнов, Афанасий Сергеевич	P570	дата смерти	0	0	1969-09-11	0	0	0
[1960, 1963]	афанасий сергеевич	Q4088198	Блинов, Афанасий Сергеевич	P570	дата смерти	0	0	1961-01-01	0	0	0
[1972, 1977]	афанасий федорович	Q4177610	Ештокин, Афанасий Фёдорович	P570	дата смерти	0	0	1974-08-19	0	0	0
[1992, 1997]	афанасий федорович	Q4528456	Щеглов, Афанасий Фёдорович	P570	дата смерти	0	0	1995-01-28	0	0	0
[1992, 1997]	афанасий федорович	Q12110982	Афанасий Фёдорович Ковалёв	P570	дата смерти	0	0	1993-07-20	0	0	0
[1976, 1978]	афанасий шилин	Q4523794	Афанасий Петрович Шилин	P166	полученные награды	орден «За службу Родине в Вооружённых Силах СССР» III степени	0	0	0	0	1977-01-01
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1975-02-14
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1978-08-29
[1952, 1957]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Сталинская премия 2-й степени	0	0	0	0	1952-01-01
[1952, 1957]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1956-04-20
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1978-08-29
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1978-08-29
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1975-02-14
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Государственная премия СССР	0	0	0	0	1976-01-01
[1968, 1970]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1968-08-29
[1975, 1982]	афанасьев а	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1975-02-14
[1984, 1985]	афанасьев а	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	ЦСКА	0	0	1984-01-01	1988-01-01	0
[1965, 1966]	афанасьев александр	Q4072579	Афанасьев, Александр Михайлович	P569	дата рождения	0	0	1965-07-28	0	0	0
[1983, 1987]	афанасьев александр	Q4072585	Афанасьев, Александр Фадеевич	P570	дата смерти	0	0	1984-02-03	0	0	0
[1965, 1966]	афанасьев александр	Q12528231	Александр Васильевич Афанасьев	P570	дата смерти	0	0	1965-04-04	0	0	0
[1989, 1997]	афанасьев александр	Q4072575	Афанасьев, Александр Александрович	P570	дата смерти	0	0	1991-05-03	0	0	0
[1993, 1998]	афанасьев андрей	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	сборная России по футболу	0	0	1993-01-01	1995-01-01	0
[1993, 1998]	афанасьев андрей	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Навбахор	0	0	1997-01-01	1997-01-01	0
[1993, 1998]	афанасьев андрей	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Локомотив-НН	0	0	1996-01-01	1997-01-01	0
[1993, 1998]	афанасьев андрей	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Спартак	0	0	1995-01-01	1995-01-01	0
[1993, 1998]	афанасьев андрей	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Торпедо	0	0	1989-01-01	1994-01-01	0
[1966, 1984]	афанасьев в	Q471486	Виктор Михайлович Афанасьев	P69	учебное заведение	Филиал «Взлёт» Московского авиационного института (государственного технического университета)	0	0	1976-01-01	1980-01-01	0
[1992, 1996]	афанасьев виктор	Q3687376	Афанасьев, Виктор Григорьевич	P570	дата смерти	0	0	1994-04-10	0	0	0
[1998, 2001]	афанасьев елена	Q18634047	Афанасьева, Елена Александровна	P570	дата смерти	0	0	1998-01-01	0	0	0
[1989, 1994]	афанасьев и	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	сборная России по футболу	0	0	1993-01-01	1995-01-01	0
[1950, 1957]	афанасьев и	Q4072663	Афанасьев, Сергей Иванович	P569	дата рождения	0	0	1951-07-05	0	0	0
[1963, 1965]	афанасьев и	Q3088270	Афанасьев, Андрей Игоревич	P569	дата рождения	0	0	1964-05-15	0	0	0
[1989, 1994]	афанасьев и	Q3088270	Афанасьев, Андрей Игоревич	P54	член спортивной команды	Торпедо	0	0	1989-01-01	1994-01-01	0
[1976, 1981]	афанасьев м	Q471486	Виктор Михайлович Афанасьев	P69	учебное заведение	Филиал «Взлёт» Московского авиационного института (государственного технического университета)	0	0	1976-01-01	1980-01-01	0
[2008, 2009]	афанасьев михаил	Q2467295	Михаил Васильевич Афанасьев	P54	член спортивной команды	Амкар	0	0	2008-01-01	2009-01-01	0
[2001, 2002]	афанасьев михаил	Q2467295	Михаил Васильевич Афанасьев	P54	член спортивной команды	FC Minsk-2	0	0	2001-01-01	2001-01-01	0
[1965, 1972]	афанасьев н	Q4072656	Николай Николаевич Афанасьев	P570	дата смерти	0	0	1966-12-04	0	0	0
[1990, 1996]	афанасьев николай	Q4072650	Афанасьев, Николай Иванович	P570	дата смерти	0	0	1992-09-21	0	0	0
[1991, 1996]	афанасьев павел	Q4072655	Афанасьев, Павел Александрович	P570	дата смерти	0	0	1994-01-01	0	0	0
[1979, 1984]	афанасьев с	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1983-08-30
[2001, 2002]	афанасьев с	Q2368353	Сергей Александрович Афанасьев	P570	дата смерти	0	0	2001-05-13	0	0	0
[1957, 1960]	афанасьев с	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1958-07-25
[1950, 1952]	афанасьев с	Q4072663	Афанасьев, Сергей Иванович	P569	дата рождения	0	0	1951-07-05	0	0	0
[1979, 1984]	афанасьев с	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1982-11-05
[1979, 1983]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1982-11-05
[1992, 1998]	афанасьев сергей	Q4072661	Афанасьев, Сергей Алексеевич	P570	дата смерти	0	0	1992-01-01	0	0	0
[2000, 2002]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P570	дата смерти	0	0	2001-05-13	0	0	0
[1973, 1974]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Ленинская премия	0	0	0	0	1973-01-01
[1958, 1963]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1958-07-25
[1976, 1977]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	Государственная премия СССР	0	0	0	0	1976-01-01
[1992, 1998]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден «За заслуги перед Отечеством» III степени	0	0	0	0	1996-08-26
[1958, 1963]	афанасьев сергей	Q2368353	Сергей Александрович Афанасьев	P166	полученные награды	орден Ленина	0	0	0	0	1961-06-17
[1958, 1963]	афанасьев сергей	Q16272788	Афанасьев, Сергей Николаевич	P569	дата рождения	0	0	1958-06-02	0	0	0
[1988, 1996]	афанасьев юрий	Q4129661	выступление Юрия Афанасьева на первом Съезде народных депутатов СССР	P577	дата публикации	0	0	1989-05-27	0	0	0
[1963, 1969]	афанасьевич булгаков	Q4098847	Булгаков, Николай Афанасьевич	P570	дата смерти	0	0	1966-06-13	0	0	0
[1994, 1998]	афанасьевич васильев	Q4104611	Васильев, Иван Афанасьевич	P570	дата смерти	0	0	1994-12-31	0	0	0
[1995, 2001]	афанасьевич коптюг	Q4232438	Коптюг, Валентин Афанасьевич	P570	дата смерти	0	0	1997-01-10	0	0	0
[1964, 1969]	афанасьевич мерецк	Q48145	Мерецков, Кирилл Афанасьевич	P570	дата смерти	0	0	1968-12-30	0	0	0
[1964, 1969]	афанасьевич мерецк	Q48145	Мерецков, Кирилл Афанасьевич	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1968-01-01
[1964, 1969]	афанасьевич мерецк	Q48145	Мерецков, Кирилл Афанасьевич	P166	полученные награды	орден Ленина	0	0	0	0	1967-01-01
[1953, 1957]	афанасьевич обручев	Q359568	Владимир Афанасьевич Обручев	P570	дата смерти	0	0	1956-06-19	0	0	0
[1935, 1939]	афанасьевич обручев	Q359568	Владимир Афанасьевич Обручев	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1938-01-01
[1980, 1985]	афанасьевич стельмах	Q3917650	Стельмах, Михаил Афанасьевич	P570	дата смерти	0	0	1983-09-27	0	0	0
[2001, 2005]	афганистан в	Q182865	Война в Афганистане	P580	дата начала	0	0	2001-10-07	0	0	0
[1988, 1990]	афганистан в	Q83085	Афганская война (1979—1989)	P582	дата окончания	0	0	1989-02-15	0	0	0
[1979, 1984]	афганистан в	Q83085	Афганская война (1979—1989)	P580	дата начала	0	0	1979-12-25	0	0	0
[2000, 2005]	афганистан война	Q182865	Война в Афганистане	P580	дата начала	0	0	2001-10-07	0	0	0
[1999, 2003]	афганистан исламский	Q889	Афганистан	P571	дата основания/создания/возникновения	0	0	2002-01-01	0	0	0
[1999, 2003]	афганистан исламский	Q889	Афганистан	P122	форма правления	Исламская республика	0	0	2001-01-01	0	0
[1987, 1988]	афганистан исламский	Q889	Афганистан	P35	глава государства	Наджибулла, Мохаммад	0	0	1987-11-30	1992-04-28	0
[1999, 2003]	афганистан исламский	Q889	Афганистан	P35	глава государства	Бурхануддин Раббани	0	0	2001-11-16	2001-12-22	0
[1973, 1977]	афганистан республика	Q889	Афганистан	P122	форма правления	республика	0	0	1973-01-01	1992-01-01	0
[1973, 1977]	афганистан республика	Q889	Афганистан	P35	глава государства	Захир-Шах	0	0	1933-11-08	1973-07-17	0
[2000, 2002]	афганистан республика	Q889	Афганистан	P35	глава государства	Бурхануддин Раббани	0	0	2001-11-16	2001-12-22	0
[1987, 1989]	афганистан республика	Q889	Афганистан	P35	глава государства	Наджибулла, Мохаммад	0	0	1987-11-30	1992-04-28	0
[1973, 1977]	афганистан республика	Q889	Афганистан	P35	глава государства	Мухаммед Дауд	0	0	1973-07-17	1978-04-27	0
[1973, 1977]	афганистан республика	Q889	Афганистан	P122	форма правления	конституционная монархия	0	0	1926-01-01	1973-01-01	0
[2000, 2002]	афганистан республика	Q889	Афганистан	P122	форма правления	Исламская республика	0	0	2001-01-01	0	0
[1973, 1977]	афганистан республика	Q1415128	Республика Афганистан	P571	дата основания/создания/возникновения	0	0	1973-07-01	0	0	0
[1973, 1977]	афганистан республика	Q889	Афганистан	P571	дата основания/создания/возникновения	0	0	1973-01-01	0	0	0
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	3М6 «Шмель»	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	BTR	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Т-55	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Т-62	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Шилка	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	ПТ-76	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	armored division	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	BMP	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	зенитное орудие	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	артиллерийский полк	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	artillery brigade	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	mountain infantry brigade	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	пехотная дивизия	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	120 mm mortar	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Малютка (ПТРК)	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Стрела-2	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P527	состоит из	special forces regiment	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	буксируемое орудие	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	реактивная система залпового огня	0	0	0	0	1979-01-01
[1979, 1986]	афганский армия	Q383108	Афганская национальная армия	P121	использует объект	Т-34	0	0	0	0	1979-01-01
[1979, 1994]	афганский война	Q83085	Афганская война (1979—1989)	P582	дата окончания	0	0	1989-02-15	0	0	0
[1979, 1994]	афганский война	Q83085	Афганская война (1979—1989)	P580	дата начала	0	0	1979-12-25	0	0	0
[1989, 1994]	афганский излом	Q383034	Афганский излом	P577	дата публикации	0	0	1990-01-01	0	0	0
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	3М6 «Шмель»	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Малютка (ПТРК)	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Шилка	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Т-62	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Т-55	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	special forces regiment	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	armored division	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	пехотная дивизия	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	артиллерийский полк	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	реактивная система залпового огня	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	mountain infantry brigade	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	зенитное орудие	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	BMP	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	120 mm mortar	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	ПТ-76	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Стрела-2	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	BTR	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	Т-34	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P527	состоит из	artillery brigade	0	0	0	0	1979-01-01
[1979, 1984]	афганский национальный	Q383108	Афганская национальная армия	P121	использует объект	буксируемое орудие	0	0	0	0	1979-01-01
[1988, 1992]	афганский рассказ	Q52271055	Афганские рассказы	P577	дата публикации	0	0	1989-01-01	0	0	0
[1984, 1988]	афинский акрополь	Q131013	Афинский Акрополь	P1435	статус наследия	всемирное наследие	0	0	1987-01-01	0	0
[1975, 1976]	афинский музей	Q1788831	Музей войны (Афины)	P1619	дата официального открытия	0	0	1975-01-01	0	0	0
[1975, 1976]	афинский музей	Q1788831	Музей войны (Афины)	P571	дата основания/создания/возникновения	0	0	1975-01-01	0	0	0
[1986, 1988]	афины в	Q131013	Афинский Акрополь	P1435	статус наследия	всемирное наследие	0	0	1987-01-01	0	0
[1968, 1979]	афонин с	Q16272799	Афонин, Станислав	P570	дата смерти	0	0	1970-07-04	0	0	0
[1988, 1997]	афонский гора	Q130321	Афон	P1435	статус наследия	всемирное наследие	0	0	1988-01-01	0	0
[1976, 1977]	афрасияб бадалбейли	Q1072231	Бадалбейли, Афрасияб Бадалбек оглы	P570	дата смерти	0	0	1976-01-06	0	0	0
[1935, 1937]	африка в	Q4101649	В Африке жарко	P577	дата публикации	0	0	1936-01-01	0	0	0
[1974, 1976]	африка восточный	Q889394	Португальская Восточная Африка	P576	дата прекращения существования	0	0	1975-06-25	0	0	0
[1974, 1976]	африка восточный	Q889394	Португальская Восточная Африка	P17	государство	колонии Португалии	0	0	1501-01-01	1975-06-25	0
[1974, 1976]	африка восточный	Q889394	Португальская Восточная Африка	P31	это частный случай понятия	заморская провинция Португалии	Португалия	0	1951-01-01	1975-06-25	0
[1936, 1939]	африка из	Q1756234	Из Африки	P577	дата публикации	0	0	1937-01-01	0	0	0
[1981, 1986]	африка из	Q208266	Из Африки	P577	дата публикации	0	0	1985-12-20	0	0	0
[1967, 1968]	африка ислам	Q385315	Африка Ислам	P569	дата рождения	0	0	1967-01-01	0	0	0
[1956, 1963]	африка южный	Q258	ЮАР	P463	участник организации или клуба	ЮНЕСКО	0	0	1994-12-12	1956-12-31	0
[1956, 1963]	африка южный	Q258	ЮАР	P463	участник организации или клуба	ЮНЕСКО	0	0	1946-11-04	1956-12-31	0
[1956, 1963]	африка южный	Q258	ЮАР	P463	участник организации или клуба	Международная ассоциация развития	0	0	1960-10-12	0	0
[1956, 1963]	африка южный	Q258	ЮАР	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1957-04-03	0	0
[1953, 1957]	африкан николаевич	Q2826187	Криштофович, Африкан Николаевич	P570	дата смерти	0	0	1953-11-08	0	0	0
[1997, 1999]	африканский война	Q75756	Вторая конголезская война	P580	дата начала	0	0	1998-08-02	0	0	0
[1959, 1968]	африканский единство	Q191703	Организация африканского единства	P571	дата основания/создания/возникновения	0	0	1963-01-01	0	0	0
[2000, 2004]	африканский единство	Q191703	Организация африканского единства	P576	дата прекращения существования	0	0	2002-01-01	0	0	0
[1943, 1947]	африканский кампания	Q218678	Североафриканская кампания	P582	дата окончания	0	0	1943-05-16	0	0	0
[1994, 1996]	африканский королева	Q384397	Африканская королева	P166	полученные награды	Национальный реестр фильмов США	0	0	0	0	1994-01-01
[1942, 1946]	африканский корпус	Q153113	Африканский корпус	P576	дата прекращения существования	0	0	1943-01-01	0	0	0
[1959, 1965]	африканский организация	Q191703	Организация африканского единства	P571	дата основания/создания/возникновения	0	0	1963-01-01	0	0	0
[2000, 2004]	африканский организация	Q191703	Организация африканского единства	P576	дата прекращения существования	0	0	2002-01-01	0	0	0
[1957, 1966]	африканский сказка	Q48945078	Африканская сказка	P577	дата публикации	0	0	1963-01-01	0	0	0
[1996, 2009]	африканский союз	Q7159	Африканский союз	P571	дата основания/создания/возникновения	0	0	1999-09-09	0	0	0
