Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1953, 1957]	арам ильич	Q152293	Арам Хачатурян	P166	полученные награды	народный артист СССР	0	0	0	0	1954-01-01
[1959, 1961]	арам ильич	Q152293	Арам Хачатурян	P166	полученные награды	Ленинская премия	0	0	0	0	1959-01-01
[1946, 1947]	арам ильич	Q152293	Арам Хачатурян	P166	полученные награды	Сталинская премия	0	0	0	0	1946-01-01
[1990, 1992]	арам манукян	Q4280718	Арам Манукян	P39	занимаемая должность	депутат Национального собрания Армении	0	0	1990-01-01	1995-01-01	0
[1973, 1975]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	орден Ленина	0	0	0	0	1973-06-05
[1945, 1947]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	орден Трудового Красного Знамени	0	0	0	0	1945-11-24
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Ленинская премия	0	0	0	0	1959-01-01
[1973, 1975]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Народный артист Азербайджанской ССР	0	0	0	0	1973-01-01
[1973, 1975]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	командор ордена Искусств и литературы	0	0	0	0	1974-01-01
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Народный артист Грузинской ССР	0	0	0	0	1963-01-01
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	народный артист СССР	0	0	0	0	1954-01-01
[1973, 1975]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1973-06-05
[1938, 1941]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	орден Ленина	0	0	0	0	1939-11-04
[1945, 1947]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Сталинская премия	0	0	0	0	1946-01-01
[1977, 1979]	арам хачатурян	Q152293	Арам Хачатурян	P570	дата смерти	0	0	1978-05-01	0	0	0
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	орден Ленина	0	0	0	0	1963-06-05
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P463	участник организации или клуба	Советский комитет защиты мира	0	0	1962-01-01	0	0
[1973, 1975]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1973-06-05
[1954, 1964]	арам хачатурян	Q152293	Арам Хачатурян	P166	полученные награды	Народный артист Армянской ССР	0	0	0	0	1955-01-01
[1978, 1983]	арап мой	Q193492	Мои, Даниель арап	P39	занимаемая должность	вице-президент Кении	0	0	1967-01-05	1978-08-22	0
[1978, 1983]	арап мой	Q193492	Мои, Даниель арап	P39	занимаемая должность	председатель Организации африканского единства	0	0	1981-06-24	1983-06-06	0
[1978, 1983]	арап мой	Q193492	Мои, Даниель арап	P39	занимаемая должность	президент Кении	0	0	1978-08-22	2002-12-30	0
[1946, 1950]	араратский долина	Q4156458	Девушка Араратской долины	P577	дата публикации	0	0	1949-01-01	0	0	0
[1975, 1979]	арбатова и	Q4068646	Мария Арбатова	P2031	начало периода активности	0	0	1976-01-01	0	0	0
[1971, 1975]	арбенс гусман	Q216943	Хакобо Арбенс Гусман	P570	дата смерти	0	0	1971-01-27	0	0	0
[1998, 2004]	арби бараев	Q2292237	Арби Алаутдинович Бараев	P570	дата смерти	0	0	2001-06-23	0	0	0
[1989, 2000]	арбитражный суд	Q1045198	Постоянная палата третейского суда	P166	полученные награды	Вателеровская премия мира	0	0	0	0	1998-01-01
[1979, 1981]	арбуз борис	Q18785999	Арбузов, Борис Андреевич	P803	учёное звание	профессор	0	0	1980-01-01	0	0
[1974, 1975]	арвид пельша	Q717642	Арвид Янович Пельше	P166	полученные награды	орден Октябрьской Революции	0	0	0	0	1974-02-06
[1981, 1984]	арвид янович	Q717642	Арвид Янович Пельше	P570	дата смерти	0	0	1983-05-29	0	0	0
[1965, 1966]	арвид янович	Q717642	Арвид Янович Пельше	P166	полученные награды	орден Ленина	0	0	0	0	1965-10-01
[1968, 1970]	арвид янович	Q717642	Арвид Янович Пельше	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1969-02-06
[1968, 1970]	арвид янович	Q717642	Арвид Янович Пельше	P166	полученные награды	орден Ленина	0	0	0	0	1969-02-06
[1968, 1970]	арвид янович	Q717642	Арвид Янович Пельше	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1969-02-06
[1983, 1986]	арвид янсонс	Q2617057	Янсонс, Арвид Кришевич	P570	дата смерти	0	0	1984-11-21	0	0	0
[2005, 2007]	арво пярт	Q189534	Арво Пярт	P166	полученные награды	орден Государственного герба 1 класса	0	0	0	0	2006-01-01
[1987, 1995]	арво пярт	Q189534	Арво Пярт	P463	участник организации или клуба	Шведская королевская музыкальная академия	0	0	1991-01-01	0	0
[1987, 1990]	аргентина коммунистический	Q2358124	Коммунистическая партия Аргентины	P3975	генеральный секретарь	Эчегарай, Патрисио	0	0	1989-07-29	2016-11-27	0
[1948, 1949]	аргентинский республика	Q414	Аргентина	P463	участник организации или клуба	ЮНЕСКО	0	0	1948-09-15	0	0
[1945, 1946]	аргентинский республика	Q414	Аргентина	P463	участник организации или клуба	Организация Объединённых Наций	0	0	1945-10-24	0	0
[1959, 1961]	аргентинский республика	Q414	Аргентина	P463	участник организации или клуба	Международная финансовая корпорация	0	0	1959-10-13	0	0
[1989, 1991]	аргос в	Q40874	Лессинг, Дорис	P166	полученные награды	премия Гринцане-Кавур	0	0	0	0	1989-01-01
[2006, 2008]	аргос в	Q40874	Лессинг, Дорис	P166	полученные награды	Нобелевская премия по литературе	0	0	0	0	2007-01-01
[2005, 2009]	аргумент неделя	Q651761	Аргументы недели	P571	дата основания/создания/возникновения	0	0	2006-05-01	0	0	0
[1984, 1985]	аргунов николай	Q18786000	Аргунов, Николай Емельянович	P570	дата смерти	0	0	1984-09-05	0	0	0
[1940, 1941]	ард в	Q4068948	Борис Викторович Ардов	P569	дата рождения	0	0	1940-02-07	0	0	0
[1930, 1931]	ардатовский район	Q776707	Ардатовский район	P131	административно-территориальная единица	Мордовская автономная область	0	0	1930-01-10	1934-12-20	0
[1930, 1931]	ардатовский район	Q776707	Ардатовский район	P131	административно-территориальная единица	Мордовский округ	0	0	1928-07-16	1930-01-10	0
[1955, 1963]	ардатовский район	Q18777523	Заречное	P571	дата основания/создания/возникновения	0	0	1961-01-01	0	0	0
[1995, 1996]	арена дружба	Q5309427	Универсальный спортивный зал «Дружба»	P131	административно-территориальная единица	Хамовники	0	0	1995-07-05	0	0
[1953, 1956]	арена смелый	Q4069005	Арена смелых	P577	дата публикации	0	0	1953-01-01	0	0	0
[1992, 2000]	арефьев николай	Q4069079	Арефьев, Николай Александрович	P54	член спортивной команды	Торпедо	0	0	1997-01-01	2000-01-01	0
[1953, 1958]	арзамасский область	Q3348194	Арзамасская область	P571	дата основания/создания/возникновения	0	0	1954-01-07	0	0	0
[1953, 1958]	арзамасский область	Q3348194	Арзамасская область	P576	дата прекращения существования	0	0	1957-04-23	0	0	0
[1929, 1932]	арзамасский округ	Q4069149	Арзамасский округ	P571	дата основания/создания/возникновения	0	0	1929-07-15	0	0	0
[1929, 1932]	арзамасский округ	Q4069149	Арзамасский округ	P576	дата прекращения существования	0	0	1930-07-30	0	0	0
[1991, 1999]	арзамасский район	Q1650986	Арзамасский район	P17	государство	СССР	0	0	1929-01-14	1991-12-25	0
[1991, 1999]	арзамасский район	Q1650986	Арзамасский район	P17	государство	Россия	0	0	1991-12-26	0	0
[1975, 1976]	ариадна сергеевна	Q4533230	Ариадна Сергеевна Эфрон	P570	дата смерти	0	0	1975-07-26	0	0	0
[1972, 1976]	ариадна эфрон	Q4533230	Ариадна Сергеевна Эфрон	P570	дата смерти	0	0	1975-07-26	0	0	0
[1974, 1978]	ариас наварро	Q365172	Карлос Ариас Наварро	P39	занимаемая должность	председатель правительства Испании	0	0	1973-12-31	1976-07-01	0
[1974, 1978]	ариас наварро	Q365172	Карлос Ариас Наварро	P166	полученные награды	Золотая медаль Мадрида	0	0	0	0	1975-01-01
[1974, 1978]	ариас наварро	Q365172	Карлос Ариас Наварро	P166	полученные награды	кавалер Большого креста ордена Карлоса III	0	0	0	0	1977-01-01
[1988, 1994]	ариас наварро	Q365172	Карлос Ариас Наварро	P570	дата смерти	0	0	1989-11-27	0	0	0
[1974, 1978]	ариас наварро	Q365172	Карлос Ариас Наварро	P166	полученные награды	любимый сын Мадрида	0	0	0	0	1975-01-01
[1986, 1988]	ариас санчес	Q49344	Оскар Ариас Санчес	P166	полученные награды	Нобелевская премия мира	0	0	0	0	1987-01-01
[2000, 2006]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр связи Израиля	0	0	2003-02-28	2003-08-17	0
[1983, 1985]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	Министры обороны Израиля	0	0	1981-08-05	1983-02-14	0
[2000, 2006]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр здравоохранения Израиля	0	0	2002-05-23	2002-06-03	0
[1977, 1979]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр сельского хозяйства Израиля	0	0	1977-06-20	1981-08-05	0
[2000, 2006]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	премьер-министр Израиля	0	0	2001-03-07	2006-04-14	0
[1983, 1985]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр без портфеля Израиля	0	0	1983-02-14	1984-09-13	0
[1977, 1979]	ариель шарон	Q60206	Ариель Шарон	P39	занимаемая должность	депутат кнессета	0	0	1977-06-13	2006-04-17	0
[1976, 1979]	аризонский университет	Q503419	Аризонский университет	P463	участник организации или клуба	Конференция Pac-12	0	0	1978-01-01	0	0
[1953, 1957]	арий моисеевич	Q4342187	Пазовский, Арий Моисеевич	P570	дата смерти	0	0	1953-01-06	0	0	0
[1989, 1991]	арина ивановна	Q291769	Арина Ивановна Родионова	P569	дата рождения	0	0	1989-12-15	0	0	0
[1985, 1990]	аринчин н	Q4069255	Аринчин, Николай Иванович	P166	полученные награды	орден Отечественной войны I степени	0	0	0	0	1985-01-01
[1968, 1969]	аристарх александрович	Q4514264	Чернышев, Аристарх Александрович	P569	дата рождения	0	0	1968-01-01	0	0	0
[1934, 1936]	аристарх аполлонович	Q2415421	Аристарх Аполлонович Белопольский	P570	дата смерти	0	0	1934-05-16	0	0	0
[1996, 2000]	аристарх ливанов	Q4260933	Аристарх Евгеньевич Ливанов	P166	полученные награды	народный артист Российской Федерации	0	0	0	0	1999-06-17
[1929, 1930]	аристид бриан	Q179888	Аристид Бриан	P39	занимаемая должность	председатель Совета министров Франции	0	0	1929-07-29	1929-11-02	0
[1932, 1934]	аристид бриан	Q179888	Аристид Бриан	P570	дата смерти	0	0	1932-03-07	0	0	0
[1923, 1927]	аристид бриан	Q179888	Аристид Бриан	P39	занимаемая должность	председатель Совета министров Франции	0	0	1925-11-28	1926-07-17	0
[1923, 1927]	аристид бриан	Q179888	Аристид Бриан	P1411	номинирован на	Нобелевская премия мира	0	0	0	0	1926-01-01
[1923, 1927]	аристид бриан	Q179888	Аристид Бриан	P166	полученные награды	Нобелевская премия мира	0	0	0	0	1926-01-01
[1932, 1934]	аристид бриан	Q179888	Аристид Бриан	P39	занимаемая должность	депутат Национального собрания Франции	0	0	1924-01-01	1932-01-01	0
[1925, 1927]	аристид брюан	Q535188	Аристид Брюан	P570	дата смерти	0	0	1925-02-10	0	0	0
[1973, 1978]	аристидес перейра	Q298609	Аристидиш Перейра	P39	занимаемая должность	президент Кабо-Верде	0	0	1975-07-08	1991-03-22	0
[1972, 1974]	аристов а	Q684141	Аверкий Борисович Аристов	P570	дата смерти	0	0	1973-07-11	0	0	0
[1973, 1977]	аристов б	Q684141	Аверкий Борисович Аристов	P570	дата смерти	0	0	1973-07-11	0	0	0
[1934, 1938]	аристов в	Q4069291	Аристов, Владислав Николаевич	P569	дата рождения	0	0	1937-11-05	0	0	0
[1950, 1951]	аристов в	Q4069289	Аристов, Владимир Владимирович	P569	дата рождения	0	0	1950-07-06	0	0	0
[1995, 1998]	аристов иван	Q4069300	Аристов, Иван Александрович	P570	дата смерти	0	0	1997-11-17	0	0	0
[1972, 1977]	аристотель онассис	Q180455	Аристотель Онассис	P570	дата смерти	0	0	1975-03-15	0	0	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	Израильский министр национальной инфраструктуры, энергии и воды	0	0	1996-07-08	1999-07-06	0
[1980, 1988]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	Министры обороны Израиля	0	0	1981-08-05	1983-02-14	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	премьер-министр Израиля	0	0	2001-03-07	2006-04-14	0
[1980, 1988]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр без портфеля Израиля	0	0	1983-02-14	1984-09-13	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр связи Израиля	0	0	2003-02-28	2003-08-17	0
[1980, 1988]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр сельского хозяйства Израиля	0	0	1977-06-20	1981-08-05	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр иностранных дел Израиля	0	0	1998-10-13	1999-06-06	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	министр здравоохранения Израиля	0	0	2002-05-23	2002-06-03	0
[1997, 2007]	ариэль шарон	Q60206	Ариель Шарон	P39	занимаемая должность	депутат кнессета	0	0	1977-06-13	2006-04-17	0
[2000, 2002]	ария на	Q4033157	A Tribute to Ария	P577	дата публикации	0	0	2001-01-01	0	0	0
[1992, 1998]	аркадий абрамович	Q4399373	Рудерман, Аркадий Абрамович	P570	дата смерти	0	0	1992-09-22	0	0	0
[1945, 1947]	аркадий александрович	Q29947371	Иванов, Аркадий Александрович	P166	полученные награды	медаль «За доблестный труд в Великой Отечественной войне 1941—1945 гг.»	0	0	0	0	1945-01-01
[1929, 1931]	аркадий александрович	Q43543917	Аркадий Александрович Васильев	P569	дата рождения	0	0	1930-01-28	0	0	0
[1957, 1961]	аркадий александрович	Q4484068	Филиппов, Аркадий Александрович	P570	дата смерти	0	0	1957-01-01	0	0	0
[1957, 1961]	аркадий александрович	Q21104813	Макаров, Аркадий Александрович	P2962	шахматный титул	мастер спорта СССР по шахматам	0	0	1958-01-01	0	0
[1957, 1961]	аркадий александрович	Q17333419	Смирнов, Аркадий Александрович	P570	дата смерти	0	0	1959-11-18	0	0	0
[1979, 1980]	аркадий александрович	Q15714631	Зенин, Аркадий Александрович	P569	дата рождения	0	0	1979-05-15	0	0	0
[1937, 1939]	аркадий александрович	Q4461598	Тошаков, Аркадий Александрович	P570	дата смерти	0	0	1938-08-22	0	0	0
[1926, 1934]	аркадий алексеевич	Q4245334	Кузьмин, Аркадий Алексеевич	P569	дата рождения	0	0	1929-03-19	0	0	0
[2005, 2006]	аркадий алексеевич	Q21534875	Славоросов, Аркадий Алексеевич	P570	дата смерти	0	0	2005-06-29	0	0	0
[1981, 1982]	аркадий алексеевич	Q4349175	Аркадий Алексеевич Первенцев	P570	дата смерти	0	0	1981-10-30	0	0	0
[1956, 1961]	аркадий алексеевич	Q21534875	Славоросов, Аркадий Алексеевич	P569	дата рождения	0	0	1957-11-03	0	0	0
[1988, 1997]	аркадий алексеевич	Q4406029	Салтыков, Аркадий Алексеевич	P570	дата смерти	0	0	1991-03-28	0	0	0
[1926, 1934]	аркадий алексеевич	Q4349175	Аркадий Алексеевич Первенцев	P69	учебное заведение	Московский государственный технический университет имени Н. Э. Баумана	0	0	1929-01-01	1933-01-01	0
[1987, 1989]	аркадий андреевич	Q2861549	Бочкарёв, Аркадий Андреевич	P570	дата смерти	0	0	1988-03-29	0	0	0
[1977, 1983]	аркадий бейнусович	Q672012	Мигдал, Аркадий Бейнусович	P166	полученные награды	Золотая медаль имени Л. Д. Ландау	0	0	0	0	1977-01-01
[1970, 1972]	аркадий белинков	Q4081945	Аркадий Викторович Белинков	P570	дата смерти	0	0	1970-05-14	0	0	0
[1937, 1939]	аркадий борисович	Q4061084	Александров, Аркадий Борисович	P570	дата смерти	0	0	1937-12-01	0	0	0
[1937, 1939]	аркадий борисович	Q18235959	Асков, Аркадий Борисович	P570	дата смерти	0	0	1937-09-02	0	0	0
[2004, 2006]	аркадий вайнер	Q725933	Аркадий Александрович Вайнер	P570	дата смерти	0	0	2005-04-24	0	0	0
[1937, 1940]	аркадий васильевич	Q4287876	Медовиков, Аркадий Васильевич	P569	дата рождения	0	0	1937-09-20	0	0	0
[1958, 1959]	аркадий васильевич	Q15074531	Мухачёв, Аркадий Васильевич	P570	дата смерти	0	0	1958-12-21	0	0	0
[1948, 1955]	аркадий васильевич	Q4464536	Трусов, Аркадий Васильевич	P2031	начало периода активности	0	0	1951-01-01	0	0	0
[1985, 1989]	аркадий васильевич	Q25069383	Аркадий Васильевич Шишкин	P570	дата смерти	0	0	1985-01-01	0	0	0
[1993, 1997]	аркадий васильевич	Q4278090	Малов, Аркадий Васильевич	P570	дата смерти	0	0	1995-04-25	0	0	0
[2004, 2007]	аркадий васильевич	Q4427098	Соколов, Аркадий Васильевич (дипломат)	P570	дата смерти	0	0	2005-01-01	0	0	0
[1937, 1940]	аркадий васильевич	Q16716263	Чапаев, Аркадий Васильевич	P570	дата смерти	0	0	1939-07-07	0	0	0
[1963, 1973]	аркадий викторович	Q4081945	Аркадий Викторович Белинков	P570	дата смерти	0	0	1970-05-14	0	0	0
[1948, 1950]	аркадий викторович	Q4243244	Кряжимский, Аркадий Викторович	P569	дата рождения	0	0	1949-01-02	0	0	0
[1971, 1974]	аркадий владимирович	Q1430324	Дворкович, Аркадий Владимирович	P569	дата рождения	0	0	1972-03-26	0	0	0
[1955, 1963]	аркадий владимирович	Q4129555	Аркадий Владимирович Высоцкий	P569	дата рождения	0	0	1962-11-29	0	0	0
[1993, 2000]	аркадий владимирович	Q2861550	Рудаков, Аркадий Владимирович	P570	дата смерти	0	0	1995-05-23	0	0	0
[1987, 1991]	аркадий владимирович	Q37101854	Шестаков, Аркадий Владимирович	P569	дата рождения	0	0	1989-10-14	0	0	0
[1994, 1995]	аркадий георгиевич	Q4072600	Афанасьев, Аркадий Георгиевич	P54	член спортивной команды	FK Mjølner	0	0	1991-01-01	1994-01-01	0
[1963, 1967]	аркадий георгиевич	Q671981	Аркадий Георгиевич Андриасян	P54	член спортивной команды	Арарат	0	0	1966-01-01	1967-01-01	0
[1990, 1992]	аркадий георгиевич	Q4072600	Афанасьев, Аркадий Георгиевич	P54	член спортивной команды	Зенит	0	0	1983-01-01	1990-01-01	0
