Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1998, 2007]	ак орда	Q413579	Ак орда (резиденция)	P571	дата основания/создания/возникновения	0	0	2004-01-01	0	0	0
[1979, 1980]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	медаль «Серп и Молот»	0	0	0	0	1979-08-20
[1982, 1984]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P463	участник организации или клуба	Индийская национальная академия наук	0	0	1983-01-01	0	0
[1975, 1976]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	орден Ленина	0	0	0	0	1975-09-17
[1965, 1967]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	премия Дэнни Хайнемана в области математической физики	0	0	0	0	1966-01-01
[1965, 1967]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P463	участник организации или клуба	Академия наук ГДР	0	0	1966-01-01	0	0
[1965, 1967]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P39	занимаемая должность	депутат Верховного Совета СССР	0	0	1966-01-01	1984-01-01	0
[1979, 1980]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	орден Ленина	0	0	0	0	1979-08-20
[1958, 1959]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	Ленинская премия	0	0	0	0	1958-01-01
[1979, 1980]	академик боголюбов	Q454925	Николай Николаевич Боголюбов	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1979-08-20
[1985, 1987]	академик иванов	Q4059122	Академик Иванов	P577	дата публикации	0	0	1986-01-01	0	0	0
[2001, 2003]	академик кузнецова	Q4471196	Улица Академика Кузнецова	P138	названо в честь	Николай Дмитриевич Кузнецов	0	0	2001-06-19	0	0
[1955, 1964]	академик курчатов	Q4471197	Улица Академика Курчатова	P138	названо в честь	Игорь Васильевич Курчатов	0	0	1960-05-31	0	0
[2001, 2002]	академик рыбаков	Q834947	Борис Рыбаков	P570	дата смерти	0	0	2001-12-27	0	0	0
[1967, 1973]	академик сахаров	Q4345292	Парк имени Академика Сахарова	P571	дата основания/создания/возникновения	0	0	1968-01-01	0	0	0
[2000, 2009]	академик янгель	Q1187604	Улица Академика Янгеля	P571	дата основания/создания/возникновения	0	0	2000-01-01	0	0	0
[2000, 2009]	академик янгель	Q1187604	Улица Академика Янгеля	P1619	дата официального открытия	0	0	2000-08-31	0	0	0
[1992, 2000]	академический мариинский	Q207028	Мариинский театр	P138	названо в честь	Сергей Миронович Киров	0	0	1935-01-01	1992-01-16	0
[1989, 2009]	академический проект	Q16487868	Академический проект	P571	дата основания/создания/возникновения	0	0	1997-01-01	0	0	0
[1932, 1941]	академический театр	Q207028	Мариинский театр	P138	названо в честь	Сергей Миронович Киров	0	0	1935-01-01	1992-01-16	0
[1956, 1963]	академический хор	Q4059195	Академический хор ПетрГУ	P2031	начало периода активности	0	0	1962-01-01	0	0	0
[1950, 1953]	академия вамп	Q16242140	Академия Вампу	P571	дата основания/создания/возникновения	0	0	1950-01-01	0	0	0
[1967, 1970]	академия внешний	Q1978570	Академия внешней разведки	P166	полученные награды	орден Красного Знамени	0	0	0	0	1967-01-01
[1969, 1970]	академия военный	Q1934911	Военная академия Генерального штаба Вооружённых сил Российской Федерации	P138	названо в честь	Климент Ефремович Ворошилов	0	0	1969-01-01	1992-01-01	0
[1941, 1943]	академия военный	Q1934911	Военная академия Генерального штаба Вооружённых сил Российской Федерации	P138	названо в честь	Климент Ефремович Ворошилов	0	0	1941-01-01	1958-01-01	0
[1994, 2008]	академия военный	Q4114348	Военная академия РВСН имени Петра Великого	P138	названо в честь	Пётр I	0	0	1997-08-25	0	0
[1991, 1997]	академия генштаб	Q1934911	Военная академия Генерального штаба Вооружённых сил Российской Федерации	P138	названо в честь	Климент Ефремович Ворошилов	0	0	1969-01-01	1992-01-01	0
[1991, 2004]	академия гражданский	Q4059229	Академия гражданской авиации (Алма-Ата)	P571	дата основания/создания/возникновения	0	0	1995-07-06	0	0	0
[1978, 1980]	академия драматический	Q2618673	Академия драматического искусства	P361	часть от	Загребский университет	0	0	1979-01-01	0	0
[1929, 1933]	академия искусство	Q514802	Прусская академия художеств	P488	руководитель	Либерман, Макс	0	0	1920-01-01	1932-01-01	0
[1993, 1999]	академия искусство	Q414110	Берлинская академия художеств	P571	дата основания/создания/возникновения	0	0	1993-10-01	0	0	0
[2001, 2007]	академия искусство	Q414110	Берлинская академия художеств	P571	дата основания/создания/возникновения	0	0	2005-01-01	0	0	0
[2001, 2007]	академия искусство	Q414110	Берлинская академия художеств	P1454	организационно-правовая форма	публично-правовая корпорация	0	0	2004-01-01	0	0
[2001, 2007]	академия искусство	Q414110	Берлинская академия художеств	P488	руководитель	Klaus Staeck	0	0	2006-01-01	2015-01-01	0
[2001, 2007]	академия искусство	Q414110	Берлинская академия художеств	P488	руководитель	Дьёрдь Конрад	0	0	1997-01-01	2003-01-01	0
[2001, 2007]	академия искусство	Q414110	Берлинская академия художеств	P488	руководитель	Adolf Muschg	0	0	2003-01-01	2005-01-01	0
[1945, 1947]	академия искусство	Q514802	Прусская академия художеств	P582	дата окончания	0	0	1945-01-01	0	0	0
[1993, 1999]	академия искусство	Q414110	Берлинская академия художеств	P488	руководитель	Йенс, Вальтер	0	0	1993-01-01	1997-01-01	0
[1993, 1999]	академия искусство	Q2067459	Национальная академия искусств Украины	P571	дата основания/создания/возникновения	0	0	1996-01-01	0	0	0
[1929, 1933]	академия искусство	Q514802	Прусская академия художеств	P488	руководитель	Макс фон Шиллингс	0	0	1932-01-01	1933-01-01	0
[1929, 1933]	академия искусство	Q414066	Академия изящных искусств	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
[1945, 1947]	академия искусство	Q414221	Академия музыкального искусства	P571	дата основания/создания/возникновения	0	0	1945-01-01	0	0	0
[1923, 1932]	академия коммунистический	Q4059235	Академия коммунистического воспитания имени Н. К. Крупской	P138	названо в честь	Надежда Константиновна Крупская	0	0	1924-01-01	0	0
[1944, 1953]	академия медицинский	Q4538824	Ярославская государственная медицинская академия	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
[1944, 1953]	академия медицинский	Q2007643	Рижский университет имени Страдыня	P571	дата основания/создания/возникновения	0	0	1950-01-01	0	0	0
[1982, 1984]	академия международный	Q129516	Международная академия наук Сан-Марино	P571	дата основания/создания/возникновения	0	0	1983-01-01	0	0	0
[1988, 1997]	академия морской	Q1297796	Военно-морская академия имени Н. Г. Кузнецова	P138	названо в честь	Николай Герасимович Кузнецов	0	0	1990-01-01	0	0
[1988, 1997]	академия морской	Q1297796	Военно-морская академия имени Н. Г. Кузнецова	P138	названо в честь	Андрей Антонович Гречко	0	0	1968-01-01	1990-01-01	0
[1990, 2001]	академия московский	Q4303896	Московская гуманитарно-техническая академия	P571	дата основания/создания/возникновения	0	0	1995-01-01	0	0	0
[1990, 2001]	академия московский	Q4303894	Московская государственная академия хореографии	P131	административно-территориальная единица	Хамовники	0	0	1995-07-05	0	0
[1990, 2001]	академия московский	Q4304319	Московский финансово-промышленный университет «Синергия»	P571	дата основания/создания/возникновения	0	0	1995-01-01	0	0	0
[1991, 2001]	академия музыка	Q686522	Венский университет музыки и исполнительского искусства	P1075	ректор	Эрвин Ортнер	0	0	1996-01-01	2002-01-01	0
[1970, 1974]	академия музыкальный	Q2001488	Норвежская музыкальная академия	P571	дата основания/создания/возникновения	0	0	1973-01-01	0	0	0
[1977, 1985]	академия народный	Q2822458	РАНХиГС	P571	дата основания/создания/возникновения	0	0	1977-01-01	0	0	0
[1988, 1992]	академия народный	Q4496306	Харьковский гуманитарный университет «Народная украинская академия»	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
[1940, 1949]	академия наука	Q2637170	Академия наук Узбекистана	P571	дата основания/создания/возникновения	0	0	1943-01-01	0	0	0
[1940, 1949]	академия наука	Q2379496	Национальная академия наук Республики Армения	P571	дата основания/создания/возникновения	0	0	1943-01-01	0	0	0
[1940, 1949]	академия наука	Q49738	Академия наук ГДР	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
[1926, 1930]	академия наука	Q1967977	Национальная академия наук Беларуси	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[1940, 1949]	академия наука	Q2376759	Российская академия государственной службы	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
[1940, 1949]	академия наука	Q129207	Национальная академия наук Азербайджана	P571	дата основания/создания/возникновения	0	0	1945-01-23	0	0	0
[1940, 1949]	академия наука	Q1865003	Академия наук Литвы	P571	дата основания/создания/возникновения	0	0	1941-01-01	0	0	0
[1945, 1952]	академия общественный	Q2376759	Российская академия государственной службы	P571	дата основания/создания/возникновения	0	0	1946-01-01	0	0	0
[1992, 1997]	академия печать	Q4470466	Украинская академия печати	P138	названо в честь	Иван Фёдоров	0	0	1949-01-01	1994-01-01	0
[1998, 2009]	академия правосудие	Q7381992	Российский государственный университет правосудия	P571	дата основания/создания/возникновения	0	0	1998-01-01	0	0	0
[1997, 2004]	академия рвсн	Q4114348	Военная академия РВСН имени Петра Великого	P138	названо в честь	Пётр I	0	0	1997-08-25	0	0
[1932, 1934]	академия ркка	Q4114347	Военная академия РХБЗ и инженерных войск	P571	дата основания/создания/возникновения	0	0	1932-01-01	0	0	0
[1970, 1971]	академия ркка	Q4114347	Военная академия РХБЗ и инженерных войск	P138	названо в честь	Семён Константинович Тимошенко	0	0	1970-05-19	0	0
[1956, 1960]	академия ркка	Q4114347	Военная академия РХБЗ и инженерных войск	P138	названо в честь	Климент Ефремович Ворошилов	0	0	1934-05-15	1958-05-27	0
[1947, 1948]	академия российский	Q4397946	Российская академия художеств	P571	дата основания/создания/возникновения	0	0	1947-04-05	0	0	0
[1944, 1945]	академия российский	Q372040	Российская академия музыки имени Гнесиных	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
[1993, 1998]	академия российский	Q4059250	Академия российского телевидения	P571	дата основания/создания/возникновения	0	0	1994-01-01	0	0	0
[1965, 1967]	академия россия	Q4059216	Академия ФСО России	P571	дата основания/создания/возникновения	0	0	1966-01-01	0	0	0
[1945, 1952]	академия сельскохозяйственный	Q4248823	Курская государственная сельскохозяйственная академия	P571	дата основания/создания/возникновения	0	0	1951-01-01	0	0	0
[1959, 1961]	академия сельскохозяйственный	Q4146737	Государственный аграрный университет Северного Зауралья	P571	дата основания/создания/возникновения	0	0	1959-01-01	0	0	0
[1929, 1936]	академия ссср	Q4059261	Академия управления МВД России	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
[1988, 1994]	академия ссср	Q4397939	Российская академия архитектуры и строительных наук	P571	дата основания/создания/возникновения	0	0	1992-01-01	0	0	0
[1988, 1994]	академия ссср	Q2370801	Академия наук СССР	P576	дата прекращения существования	0	0	1991-01-01	0	0	0
[1992, 2002]	академия украина	Q2067459	Национальная академия искусств Украины	P571	дата основания/создания/возникновения	0	0	1996-01-01	0	0	0
[1989, 1996]	академия управление	Q4460093	Тольяттинская академия управления	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
[1989, 1996]	академия управление	Q2005698	Академия управления при Президенте Республики Беларусь	P571	дата основания/создания/возникновения	0	0	1991-01-01	0	0	0
[1986, 1990]	академия французский	Q161806	Французская академия	P527	состоит из	Жан Дени Бреден	0	0	1989-01-01	0	0
[1978, 1980]	академия французский	Q161806	Французская академия	P527	состоит из	Мишель Мишель	0	0	1978-01-01	0	0
[1968, 1969]	академия химзащита	Q4114347	Военная академия РХБЗ и инженерных войск	P166	полученные награды	орден Красного Знамени	0	0	0	0	1968-02-22
[1993, 2008]	академия хореография	Q4303894	Московская государственная академия хореографии	P131	административно-территориальная единица	Хамовники	0	0	1995-07-05	0	0
[1945, 1949]	академия художественный	Q514802	Прусская академия художеств	P582	дата окончания	0	0	1945-01-01	0	0	0
[2003, 2005]	академия художество	Q414110	Берлинская академия художеств	P1454	организационно-правовая форма	публично-правовая корпорация	0	0	2004-01-01	0	0
[1946, 1953]	академия художество	Q3648923	Академия художеств СССР	P571	дата основания/создания/возникновения	0	0	1947-01-01	0	0	0
[1993, 2001]	академия художество	Q414110	Берлинская академия художеств	P571	дата основания/создания/возникновения	0	0	1993-10-01	0	0	0
[2003, 2005]	академия художество	Q414110	Берлинская академия художеств	P488	руководитель	Дьёрдь Конрад	0	0	1997-01-01	2003-01-01	0
[1993, 2001]	академия художество	Q414110	Берлинская академия художеств	P488	руководитель	Йенс, Вальтер	0	0	1993-01-01	1997-01-01	0
[2003, 2005]	академия художество	Q414110	Берлинская академия художеств	P488	руководитель	Adolf Muschg	0	0	2003-01-01	2005-01-01	0
[1946, 1953]	академия художество	Q4397946	Российская академия художеств	P571	дата основания/создания/возникновения	0	0	1947-04-05	0	0	0
[1989, 1993]	акаев а	Q489893	Аскар Акаевич Акаев	P39	занимаемая должность	Список президентав Кергизыйи	0	0	1990-10-27	2005-03-24	0
[2001, 2005]	акаев аскар	Q489893	Аскар Акаевич Акаев	P166	полученные награды	honorary doctor of the Peking University	0	0	0	0	2002-01-01
[1989, 1993]	акаев аскар	Q489893	Аскар Акаевич Акаев	P39	занимаемая должность	Список президентав Кергизыйи	0	0	1990-10-27	2005-03-24	0
[1978, 1981]	акакий алексеевич	Q4104159	Васадзе, Акакий Алексеевич	P570	дата смерти	0	0	1978-04-03	0	0	0
[1970, 1973]	акакий алексеевич	Q2024875	Хорава, Акакий Алексеевич	P570	дата смерти	0	0	1972-06-23	0	0	0
[1985, 1989]	акакий шанидзе	Q2474562	Шанидзе, Акакий Гаврилович	P166	полученные награды	орден «Знак Почёта»	0	0	0	0	1987-02-25
[1985, 1989]	акакий шанидзе	Q2474562	Шанидзе, Акакий Гаврилович	P570	дата смерти	0	0	1987-03-29	0	0	0
[1975, 1976]	акакий шанидзе	Q2474562	Шанидзе, Акакий Гаврилович	P166	полученные награды	орден Дружбы народов	0	0	0	0	1975-09-17
[1985, 1989]	акакий шанидзе	Q2474562	Шанидзе, Акакий Гаврилович	P166	полученные награды	Государственная премия Грузинской ССР им. Шота Руставели	0	0	0	0	1987-01-01
[1987, 1992]	акбар хашеми	Q186111	Хашеми Рафсанджани, Али Акбар	P39	занимаемая должность	депутат Исламского консультативного совета	0	0	1980-05-28	1989-08-03	0
[1996, 1998]	акбар хашеми	Q186111	Хашеми Рафсанджани, Али Акбар	P39	занимаемая должность	президент Ирана	0	0	1989-08-03	1997-08-03	0
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	Премия Европейской киноакадемии лучшему сценаристу	0	0	0	0	2002-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	премия Европейской киноакадемии за лучший фильм	0	0	0	0	2002-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	Премия Европейской киноакадемии: приз зрительских симпатий за лучшую режиссуру	0	0	0	0	2002-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	премия «Сезар» за лучший фильм из Европейского Союза	0	0	0	0	2003-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P166	полученные награды	Гран-при Каннского кинофестиваля	0	0	0	0	2002-01-01
[1988, 1997]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	премия Европейской киноакадемии за лучший фильм	0	0	0	0	1992-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P166	полученные награды	Кинопремия Северного Совета	0	0	0	0	2002-01-01
[1988, 1997]	аки каурисмяк	Q276186	Аки Каурисмяки	P166	полученные награды	Приз ФИПРЕССИ	0	0	0	0	1992-01-01
[1988, 1997]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	премия Европейской киноакадемии за лучший фильм	0	0	0	0	1990-01-01
[1988, 1997]	аки каурисмяк	Q276186	Аки Каурисмяки	P166	полученные награды	Pro Finlandia	0	0	0	0	1994-01-01
[2002, 2004]	аки каурисмяк	Q276186	Аки Каурисмяки	P1411	номинирован на	премия Европейской киноакадемии лучшему режиссёру	0	0	0	0	2002-01-01
[1961, 1963]	акиб рубинштейн	Q318597	Рубинштейн, Акиба Кивелевич	P570	дата смерти	0	0	1961-03-15	0	0	0
[1961, 1963]	акиб рубинштейн	Q318597	Рубинштейн, Акиба Кивелевич	P570	дата смерти	0	0	1961-03-14	0	0	0
[2005, 2008]	акива моисеевич	Q419464	Яглом, Акива Моисеевич	P570	дата смерти	0	0	2007-12-13	0	0	0
[1973, 1974]	акико сэк	Q3652659	Сэки, Акико	P570	дата смерти	0	0	1973-05-02	0	0	0
[1987, 1993]	акилла оккетто	Q340239	Оккетто, Акилле	P39	занимаемая должность	Secretary of the Democrats of the Left	0	0	1991-02-08	1994-06-14	0
[1987, 1993]	акилла оккетто	Q340239	Оккетто, Акилле	P39	занимаемая должность	депутат Европейского парламента	0	0	1989-07-25	1994-07-18	0
[1992, 1997]	аким алексеевич	Q2829046	Козлов, Аким Алексеевич	P570	дата смерти	0	0	1992-11-22	0	0	0
[1935, 1938]	аким иванович	Q4072175	Атмачиди, Аким Иванович	P569	дата рождения	0	0	1937-09-22	0	0	0
[1937, 1938]	аким львович	Q16720268	Шильман, Аким Львович	P570	дата смерти	0	0	1937-09-26	0	0	0
[1926, 1931]	аким львович	Q4124438	Волынский, Аким Львович	P570	дата смерти	0	0	1926-07-06	0	0	0
[1974, 1975]	аким павлович	Q15068373	Карпенко, Аким Павлович	P570	дата смерти	0	0	1974-09-10	0	0	0
[1953, 1965]	акимов а	Q4059497	Акимов, Александр Константинович	P569	дата рождения	0	0	1954-11-10	0	0	0
[1969, 1982]	акимов а	Q45837991	Максим Алексеевич Акимов	P569	дата рождения	0	0	1970-03-01	0	0	0
[1988, 1996]	акимов александр	Q18015138	Акимов, Александр Евгеньевич	P54	член спортивной команды	Академия	0	0	1992-01-01	1999-01-01	0
[1988, 1996]	акимов александр	Q18015138	Акимов, Александр Евгеньевич	P54	член спортивной команды	Волга	0	0	1990-01-01	1991-01-01	0
[1991, 1997]	акимов василий	Q4059502	Акимов, Василий Иванович	P570	дата смерти	0	0	1992-01-01	0	0	0
[1953, 1957]	акимов к	Q4059497	Акимов, Александр Константинович	P569	дата рождения	0	0	1954-11-10	0	0	0
[1970, 1971]	акимов м	Q45837991	Максим Алексеевич Акимов	P569	дата рождения	0	0	1970-03-01	0	0	0
[1985, 1987]	акимов николай	Q4407688	Санкт-Петербургский академический театр комедии имени Н. П. Акимова	P138	названо в честь	Николай Павлович Акимов	0	0	1986-01-01	0	0
[1968, 1980]	акимов п	Q1185061	Николай Павлович Акимов	P570	дата смерти	0	0	1968-09-06	0	0	0
[1992, 1996]	акимов сергей	Q15063927	Акимов, Сергей Титович	P570	дата смерти	0	0	1993-09-13	0	0	0
[1959, 1963]	акира иван	Q11475321	Иванами, Акира	P569	дата рождения	0	0	1959-01-01	0	0	0
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия Рамона Магсайсая	0	0	0	0	1965-01-01
[1971, 1978]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия «Оскар» за лучший фильм на иностранном языке	0	0	0	0	1976-01-01
[1971, 1978]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия «Серебряная лента» лучшему иностранному режиссёру	0	0	0	0	1977-01-01
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Blue Ribbon Awards for Best Screenplay	0	0	0	0	1964-01-01
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Mainichi Film Award for Best Film	0	0	0	0	1964-01-01
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия Асахи	0	0	0	0	1965-01-01
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия «Голубая лента» за лучший фильм	0	0	0	0	1966-01-01
[1985, 1986]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	орден Культуры	0	0	0	0	1985-01-01
[1971, 1978]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Премия «Давид ди Донателло» лучшему иностранному режиссёру	0	0	0	0	1977-01-01
[1998, 2002]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Премия Народного Почёта	0	0	0	0	1998-10-01
[1998, 2002]	акира куросава	Q8006	Акира Куросава	P570	дата смерти	0	0	1998-09-06	0	0	0
[1964, 1968]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Mainichi Film Award for Best Film	0	0	0	0	1966-01-01
[1971, 1978]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	Person of Cultural Merit	0	0	0	0	1976-01-01
[1985, 1986]	акира куросава	Q8006	Акира Куросава	P166	полученные награды	премия «Голубая лента» лучшему режиссёру	0	0	0	0	1985-01-01
[1956, 1963]	акита удзяка	Q18349	Удзяку Акита	P570	дата смерти	0	0	1962-05-12	0	0	0
[1992, 2006]	акмолинский область	Q485056	Акмолинская область	P36	столица	Кокшетау	0	0	1999-01-01	0	0
[1957, 1959]	акоп акопян	Q4059731	Акопян, Акоп Варданович	P569	дата рождения	0	0	1957-03-13	0	0	0
[1937, 1941]	акоп акопян	Q2606532	Акоп Акопян	P570	дата смерти	0	0	1937-11-13	0	0	0
[1948, 1952]	акоп акопян	Q2394024	Акоп Акопян	P569	дата рождения	0	0	1951-01-01	0	0	0
[1958, 1961]	акоп коджоян	Q2092974	Коджоян, Акоп Карапетович	P570	дата смерти	0	0	1959-04-24	0	0	0
[1957, 1959]	акопов а	Q4059728	Акопов, Степан Акопович	P570	дата смерти	0	0	1958-08-09	0	0	0
[1938, 1940]	акопов и	Q4059721	Акопов, Александр Иванович	P569	дата рождения	0	0	1939-08-27	0	0	0
[1954, 1955]	акопян а	Q4059746	Акопян, Геворг Аракелович	P569	дата рождения	0	0	1954-11-02	0	0	0
[1973, 1975]	акопян а	Q4059737	Амаяк Акопян	P2031	начало периода активности	0	0	1974-01-01	0	0	0
[1961, 1965]	акопян а	Q4059734	Акопян, Акоп Рафикович	P569	дата рождения	0	0	1963-02-10	0	0	0
[1957, 1959]	акопян а	Q4059731	Акопян, Акоп Варданович	P569	дата рождения	0	0	1957-03-13	0	0	0
[1949, 1952]	акопян а	Q4059756	Акопян, Мелс Аветисович	P569	дата рождения	0	0	1950-10-01	0	0	0
[1957, 1959]	акопян акоп	Q4059731	Акопян, Акоп Варданович	P569	дата рождения	0	0	1957-03-13	0	0	0
[1956, 1959]	акопян в	Q4059731	Акопян, Акоп Варданович	P569	дата рождения	0	0	1957-03-13	0	0	0
[1955, 1957]	акопян к	Q4059758	Акопян, Рубен Карапетович	P569	дата рождения	0	0	1955-12-17	0	0	0
[1984, 1988]	акопян л	Q4059755	Акопян, Леонид Самсонович	P512	учёная степень	доктор экономических наук	0	0	0	0	1984-01-01
[1950, 1951]	акопян м	Q4059756	Акопян, Мелс Аветисович	P569	дата рождения	0	0	1950-10-01	0	0	0
[1958, 1967]	акопян р	Q4059734	Акопян, Акоп Рафикович	P569	дата рождения	0	0	1963-02-10	0	0	0
[1979, 1983]	аксель иванович	Q421478	Аксель Иванович Берг	P570	дата смерти	0	0	1979-07-09	0	0	0
[1972, 1973]	аксель ларсен	Q4701777	Аксель Ларсен	P570	дата смерти	0	0	1972-01-10	0	0	0
[1981, 1985]	аксель шпрингер	Q216183	Шпрингер, Аксель	P166	полученные награды	медаль Эрнста Рейтера	0	0	0	0	1982-01-01
[1970, 1971]	аксельрод д	Q110106	Джулиус Аксельрод	P166	полученные награды	Нобелевская премия по физиологии и медицине	0	0	0	0	1970-01-01
[1986, 1990]	аксельрод д	Q110106	Джулиус Аксельрод	P166	полученные награды	премия Bristol-Myers Squibb за выдающиеся достижения в области нейробиологии	0	0	0	0	1989-01-01
