Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1989, 1999]	а гуревич	Q302163	Гуревич, Арон Яковлевич	P166	полученные награды	Государственная премия Российской Федерации	0	0	0	0	1993-01-01
[1989, 1999]	а гуревич	Q302163	Гуревич, Арон Яковлевич	P463	участник организации или клуба	Американская академия медиевистики	0	0	1989-01-01	0	0
[1995, 1999]	а гусев	Q561553	Ролан Александрович Гусев	P54	член спортивной команды	Динамо (Москва)	0	0	1997-01-01	2001-01-01	0
[1995, 1999]	а гусев	Q561553	Ролан Александрович Гусев	P54	член спортивной команды	молодёжная сборная России по футболу	0	0	1998-01-01	1999-01-01	0
[2003, 2005]	а гусев	Q208831	Олег Анатольевич Гусев	P54	член спортивной команды	Арсенал-Киев	0	0	2002-07-01	2003-01-01	0
[2003, 2005]	а гусев	Q208831	Олег Анатольевич Гусев	P54	член спортивной команды	Динамо	0	0	2003-01-01	2016-01-01	0
[2003, 2005]	а гусев	Q208831	Олег Анатольевич Гусев	P54	член спортивной команды	сборная Украины по футболу	0	0	2003-01-01	2016-01-01	0
[2003, 2005]	а гусев	Q208831	Олег Анатольевич Гусев	P54	член спортивной команды	молодёжная сборная Украины по футболу	0	0	2002-01-01	2003-01-01	0
[1979, 1984]	ага мухаммед	Q333981	Ага Мухаммед Яхья Хан	P570	дата смерти	0	0	1980-08-10	0	0	0
[1968, 1970]	ага мухаммед	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	министр обороны Пакистана	0	0	1969-04-05	1971-12-20	0
[1968, 1970]	ага мухаммед	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	президент Пакистана	0	0	1969-03-25	1971-12-20	0
[1968, 1970]	ага мухаммед	Q333981	Ага Мухаммед Яхья Хан	P39	занимаемая должность	Список министров иностранных дел Пакистана	0	0	1969-04-05	1971-12-20	0
[1988, 1991]	ага хан	Q311793	Ага-хан IV	P166	полученные награды	Knight of the Order of Merit for Labour	0	0	0	0	1989-06-02
[1976, 1985]	агальцов а	Q4056583	Агальцов, Филипп Александрович	P570	дата смерти	0	0	1980-06-29	0	0	0
[2002, 2004]	агапов александр	Q4056627	Агапов, Александр Геннадьевич	P54	член спортивной команды	Витязь (футбольный клуб, Крымск)	0	0	2002-01-01	2002-01-01	0
[2002, 2004]	агапов александр	Q4056627	Агапов, Александр Геннадьевич	P54	член спортивной команды	Краснодар-2000	0	0	2003-01-01	2004-01-01	0
[1972, 1976]	агапов борис	Q4056624	Агапов, Борис Николаевич (писатель)	P570	дата смерти	0	0	1973-10-06	0	0	0
[1956, 1960]	агапов в	Q868856	Владимир Михайлович Агапов	P54	член спортивной команды	ЦСКА	0	0	1955-01-01	1956-01-01	0
[1956, 1960]	агапов в	Q868856	Владимир Михайлович Агапов	P54	член спортивной команды	сборная СССР по футболу	0	0	1958-01-01	1958-01-01	0
[1933, 1935]	агапов в	Q868856	Владимир Михайлович Агапов	P569	дата рождения	0	0	1933-11-11	0	0	0
[1956, 1960]	агапов в	Q868856	Владимир Михайлович Агапов	P54	член спортивной команды	ЦСКА	0	0	1957-01-01	1959-01-01	0
[1933, 1935]	агапов в	Q868856	Владимир Михайлович Агапов	P569	дата рождения	0	0	1933-11-18	0	0	0
[1955, 1956]	агапов м	Q868856	Владимир Михайлович Агапов	P54	член спортивной команды	ЦСКА	0	0	1955-01-01	1956-01-01	0
[2006, 2009]	агапов сергей	Q4056636	Агапов, Сергей Тимофеевич	P570	дата смерти	0	0	2006-05-04	0	0	0
[1982, 1984]	агаси айвазян	Q2429552	Агаси Семёнович Айвазян	P166	полученные награды	Заслуженный деятель искусств Армянской ССР	0	0	0	0	1982-01-01
[1982, 1995]	агата кристи	Q391101	Пуаро Агаты Кристи	P580	дата начала	0	0	1989-01-08	0	0	0
[1982, 1995]	агата кристи	Q391042	Агата Кристи	P571	дата основания/создания/возникновения	0	0	1988-01-01	0	0	0
[1982, 1995]	агата кристи	Q391101	Пуаро Агаты Кристи	P162	продюсер	Брайан Истмэн	0	0	0	0	1989-01-01
[1955, 1957]	агафонов в	Q4056733	Валериан Константинович Агафонов	P570	дата смерти	0	0	1955-01-27	0	0	0
[1993, 1996]	агафонов василий	Q18200414	Агафонов, Василий Афиногенович	P570	дата смерти	0	0	1995-05-11	0	0	0
[1955, 1956]	агафонов к	Q4056733	Валериан Константинович Агафонов	P570	дата смерти	0	0	1955-01-27	0	0	0
[1987, 1998]	агеев александр	Q18543251	Агеев, Александр Владимирович	P570	дата смерти	0	0	1990-01-01	0	0	0
[2002, 2003]	агеев василий	Q4056813	Агеев, Василий Сергеевич	P570	дата смерти	0	0	2002-03-05	0	0	0
[1991, 1992]	агеев леонид	Q4056826	Агеев, Леонид Мартемьянович	P570	дата смерти	0	0	1991-02-16	0	0	0
[1931, 1935]	агент британский	Q279058	Британский агент	P577	дата публикации	0	0	1934-01-01	0	0	0
[1997, 2004]	агент национальный	Q4056858	Агент национальной безопасности	P580	дата начала	0	0	1999-01-01	0	0	0
[1995, 1997]	агент секретный	Q2975672	Секретный агент	P577	дата публикации	0	0	1996-01-01	0	0	0
[1992, 1994]	агент страховой	Q1961623	Страховой агент	P577	дата публикации	0	0	1992-01-30	0	0	0
[1937, 1941]	агентство гавас	Q2379871	Сообщение агентства «Гавас» от 28 ноября 1939 года	P577	дата публикации	0	0	1939-11-28	0	0	0
[1937, 1941]	агентство гавас	Q2379871	Сообщение агентства «Гавас» от 28 ноября 1939 года	P585	момент времени	0	0	1939-01-01	0	0	0
[1995, 2003]	агентство национальный	Q485566	Национальное агентство разведки	P571	дата основания/создания/возникновения	0	0	1999-01-22	0	0	0
[1991, 1995]	агентство новость	Q4054109	АТН (Харьков)	P571	дата основания/создания/возникновения	0	0	1993-08-23	0	0	0
[2004, 2008]	агентство связь	Q4481735	Федеральное агентство связи	P571	дата основания/создания/возникновения	0	0	2004-01-01	0	0	0
[2004, 2005]	агентство федеральный	Q15893836	Федеральное дорожное агентство	P571	дата основания/создания/возникновения	0	0	2004-03-09	0	0	0
[2004, 2005]	агентство федеральный	Q4481735	Федеральное агентство связи	P571	дата основания/создания/возникновения	0	0	2004-01-01	0	0	0
[1991, 1995]	агентство федеральный	Q190795	Роскосмос	P571	дата основания/создания/возникновения	0	0	1992-02-25	0	0	0
[1943, 1947]	агентство франс	Q40464	Франс Пресс	P571	дата основания/создания/возникновения	0	0	1944-01-01	0	0	0
[1989, 2000]	агинский бурятский	Q190229	Агинский Бурятский автономный округ	P131	административно-территориальная единица	Читинская область	0	0	1937-09-26	1992-03-30	0
[1989, 2000]	агинский бурятский	Q190229	Агинский Бурятский автономный округ	P131	административно-территориальная единица	Россия	0	0	1992-03-31	0	0
[2008, 2009]	агинский район	Q516878	Агинский район	P131	административно-территориальная единица	Агинский Бурятский округ	0	0	2008-03-01	0	0
[2008, 2009]	агинский район	Q516878	Агинский район	P131	административно-территориальная единица	Агинский Бурятский автономный округ	0	0	1937-09-26	2008-02-29	0
[1982, 1986]	агнес де	Q394670	Милль, Агнес де	P166	полученные награды	премия Элизабет Блэквелл	0	0	0	0	1982-01-01
[1996, 1998]	агнесса павловна	Q42681647	Подмазенко, Агнесса Павловна	P570	дата смерти	0	0	1997-05-05	0	0	0
[1989, 1992]	агнешка холланд	Q231019	Агнешка Холланд	P166	полученные награды	премия «Золотой глобус» за лучший фильм на иностранном языке	0	0	0	0	1991-01-01
[1973, 1977]	агния барто	Q683485	Агния Львовна Барто	P166	полученные награды	премия имени Х. К. Андерсена	0	0	0	0	1976-01-01
[1977, 1978]	агния кузнецова	Q4245093	Агния Александровна Кузнецова	P166	полученные награды	государственная премия РСФСР имени Н. К. Крупской	0	0	0	0	1977-01-01
[1995, 2001]	агния кузнецова	Q4245093	Агния Александровна Кузнецова	P570	дата смерти	0	0	1996-11-12	0	0	0
[1993, 1997]	агня с	Q203433	Спиро Агню	P570	дата смерти	0	0	1996-09-17	0	0	0
[1976, 1980]	агостиньо нето	Q181665	Антонио Агостиньо Нето	P570	дата смерти	0	0	1979-09-10	0	0	0
[1976, 1980]	агостиньо нето	Q181665	Антонио Агостиньо Нето	P39	занимаемая должность	президент Анголы	0	0	1975-11-11	1979-09-10	0
[1980, 1986]	аграновский а	Q4057031	Анатолий Абрамович Аграновский	P570	дата смерти	0	0	1984-04-14	0	0	0
[1948, 1953]	аграновский а	Q4057033	Валерий Абрамович Аграновский	P2031	начало периода активности	0	0	1948-01-01	0	0	0
[1967, 1973]	аграновский в	Q4057032	Аграновский, Дмитрий Владимирович	P569	дата рождения	0	0	1971-05-04	0	0	0
[1992, 1998]	аграрный партия	Q396170	Аграрная партия России	P571	дата основания/создания/возникновения	0	0	1993-01-01	0	0	0
[1938, 1939]	аграрный партия	Q2568847	Аграрная партия	P576	дата прекращения существования	0	0	1938-01-01	0	0	0
[1992, 1998]	аграрный партия	Q2003166	Народная партия	P571	дата основания/создания/возникновения	0	0	1996-01-01	0	0	0
[1992, 1998]	аграрный партия	Q396177	Белорусская аграрная партия	P571	дата основания/создания/возникновения	0	0	1992-06-13	0	0	0
[1989, 1998]	аграрный фракция	Q396170	Аграрная партия России	P571	дата основания/создания/возникновения	0	0	1993-01-01	0	0	0
[1949, 1950]	аграфена васильевна	Q4321348	Аграфена Васильевна Нилова	P166	полученные награды	орден Ленина	0	0	0	0	1949-07-12
[1970, 1976]	агрегат тяговый	Q4328980	ОПЭ1	P176	производитель	Новочеркасский электровозостроительный завод	0	0	1975-01-01	2001-01-01	0
[1987, 1990]	ягеллонский университет	Q189441	Ягеллонский университет	P1075	ректор	Кой, Александр	0	0	1987-01-01	1990-01-01	0
[1996, 2005]	ягеллонский университет	Q189441	Ягеллонский университет	P1075	ректор	Кой, Александр	0	0	1993-01-01	1999-01-01	0
[1996, 2005]	ягеллонский университет	Q189441	Ягеллонский университет	P1075	ректор	Franciszek Ziejka	0	0	1999-01-01	2005-01-01	0
[1923, 1928]	ягич и	Q560132	Ягич, Игнатий Викентьевич	P570	дата смерти	0	0	1923-08-05	0	0	0
[1938, 1939]	ягода г	Q141869	Генрих Григорьевич Ягода	P570	дата смерти	0	0	1938-03-15	0	0	0
[1979, 1986]	ягодный место	Q3795220	Ягодные места	P577	дата публикации	0	0	1981-01-01	0	0	0
[1979, 1985]	ягудин а	Q316861	Ягудин, Алексей Константинович	P569	дата рождения	0	0	1980-03-18	0	0	0
