Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
1997	гаврил гаврилович	Q15207205	Куракин, Гаврил Гаврилович	P570	дата смерти	0	0	1947-01-01	0	0	0
1931	гаврила андреевич	Q1496514	Сарычев, Гавриил Андреевич	P570	дата смерти	0	0	1831-01-01	0	0	0
1944	гаврило принцип	Q80492	Гаврило Принцип	P569	дата рождения	0	0	1894-07-25	0	0	0
[1947, 1962]	гаврилов а	Q4131155	Андрей Гаврилов	P569	дата рождения	0	0	1952-01-27	0	0	0
[2000, 2001]	гаврилов а	Q4131202	Гаврилов, Эдуард Александрович	P570	дата смерти	0	0	2000-04-05	0	0	0
[1970, 1974]	гаврилов александр	Q4131148	Гаврилов, Александр Феликсович	P569	дата рождения	0	0	1970-12-03	0	0	0
1994	гаврилов алексей	Q4131151	Гаврилов, Алексей Олегович	P2962	шахматный титул	международный мастер	0	0	1993-01-01	0	0
[1989, 1997]	гаврилов борис	Q4131166	Гаврилов, Борис Анатольевич	P54	член спортивной команды	Шинник	0	0	1971-01-01	1989-01-01	0
[1989, 1997]	гаврилов борис	Q4131157	Гаврилов, Борис Гаврилович	P570	дата смерти	0	0	1990-01-01	0	0	0
1994	гаврилов борис	Q4833863	Гаврилов, Борис Петрович	P569	дата рождения	0	0	1944-03-23	0	0	0
[1950, 1955]	гаврилов в	Q921661	Юрий Васильевич Гаврилов	P569	дата рождения	0	0	1953-05-03	0	0	0
[1987, 1988]	гаврилов в	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Локомотив	0	0	1987-01-01	1987-01-01	0
1973	гаврилов в	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Динамо (Москва)	0	0	1973-01-01	1976-01-01	0
[1950, 1955]	гаврилов в	Q4131158	Гаврилов, Валерий Васильевич	P569	дата рождения	0	0	1953-07-18	0	0	0
[1970, 1971]	гаврилов владимир	Q21092548	Гаврилов, Владимир Николаевич (художник)	P570	дата смерти	0	0	1970-07-17	0	0	0
[1990, 1997]	гаврилов владимир	Q4131172	Гаврилов, Владимир Яковлевич	P570	дата смерти	0	0	1992-03-30	0	0	0
1994	гаврилов дмитрий	Q21092549	Гаврилов, Дмитрий Валерьевич	P569	дата рождения	0	0	1992-01-01	0	0	0
1994	гаврилов иван	Q19614373	Гаврилов, Иван Александрович	P570	дата смерти	0	0	1944-08-23	0	0	0
1995	гаврилов иван	Q15065168	Гаврилов, Иван Васильевич	P570	дата смерти	0	0	1945-04-26	0	0	0
1994	гаврилов иван	Q4131170	Гаврилов, Иван Самсонович	P570	дата смерти	0	0	1944-01-02	0	0	0
1950	гаврилов м	Q76144	Пётр Михайлович Гаврилов	P569	дата рождения	0	0	1900-06-30	0	0	0
[1949, 1952]	гаврилов м	Q4131185	Гаврилов, Михаил Михайлович	P569	дата рождения	0	0	1951-01-01	0	0	0
2001	гаврилов михаил	Q4131185	Гаврилов, Михаил Михайлович	P569	дата рождения	0	0	1951-01-01	0	0	0
[1954, 1957]	гаврилов михаил	Q4131187	Гаврилов, Михаил Николаевич	P570	дата смерти	0	0	1954-04-04	0	0	0
[1957, 1963]	гаврилов николай	Q13209688	Гаврилов, Николай Фёдорович	P569	дата рождения	0	0	1958-09-14	0	0	0
1995	гаврилов петр	Q4131195	Пётр Иванович Гаврилов	P166	полученные награды	Герой Советского Союза	0	0	0	0	1945-01-01
1995	гаврилов петр	Q4131195	Пётр Иванович Гаврилов	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1945-03-24
1995	гаврилов петр	Q4131195	Пётр Иванович Гаврилов	P166	полученные награды	орден Ленина	0	0	0	0	1945-03-24
1994	гаврилов петр	Q4131195	Пётр Иванович Гаврилов	P166	полученные награды	орден Славы	0	0	0	0	1944-07-29
[2006, 2009]	гаврилов сергей	Q7453532	Сергей Гаврилов	P54	член спортивной команды	Губкин	0	0	2008-01-01	2008-01-01	0
[2006, 2009]	гаврилов сергей	Q7453532	Сергей Гаврилов	P54	член спортивной команды	Томь	0	0	2005-01-01	2008-01-01	0
2002	гаврилов татьяна	Q4131212	Гаврилова, Татьяна Анатольевна	P570	дата смерти	0	0	2000-10-15	0	0	0
[2000, 2001]	гаврилов э	Q4131202	Гаврилов, Эдуард Александрович	P570	дата смерти	0	0	2000-04-05	0	0	0
1977	гаврилов ю	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Спартак	0	0	1977-01-01	1985-01-01	0
1973	гаврилов ю	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Динамо (Москва)	0	0	1973-01-01	1976-01-01	0
[1968, 1979]	гаврилов ю	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	сборная СССР по футболу	0	0	1978-01-01	1985-01-01	0
[1985, 1987]	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Спартак	0	0	1977-01-01	1985-01-01	0
1994	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Сатурн	0	0	1994-01-01	1994-01-01	0
[1985, 1987]	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Днепр	0	0	1986-01-01	1986-01-01	0
1994	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	ДЮСШ	0	0	1993-01-01	1993-01-01	0
1994	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Пресня	0	0	1991-01-01	1992-01-01	0
[1985, 1987]	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	сборная СССР по футболу	0	0	1978-01-01	1985-01-01	0
[1992, 1996]	гаврилов юрий	Q921661	Юрий Васильевич Гаврилов	P54	член спортивной команды	Агро	0	0	1995-01-01	1996-01-01	0
[1988, 1989]	гаврилович баранов	Q21088724	Баранов, Василий Гаврилович	P570	дата смерти	0	0	1988-03-02	0	0	0
1994	гаврилович блин	Q18907954	Блинов, Иван Гаврилович	P570	дата смерти	0	0	1944-06-08	0	0	0
1926	гаврилович виноградов	Q1976412	Павел Гаврилович Виноградов	P570	дата смерти	0	0	1925-12-19	0	0	0
1982	гаврилович гурвич	Q744148	Гурвич, Александр Гаврилович	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1932-01-01
1940	гаврилович гурвич	Q744148	Гурвич, Александр Гаврилович	P1411	номинирован на	Нобелевская премия по физиологии и медицине	0	0	0	0	1938-01-01
1924	гаврилович иванов	Q4196300	Иванов, Роман Гаврилович	P569	дата рождения	0	0	1922-10-28	0	0	0
1927	гаврилович каратыгин	Q4214361	Каратыгин, Вячеслав Гаврилович	P570	дата смерти	0	0	1925-10-23	0	0	0
2004	гаврилович ковалев	Q16664297	Ковалёв, Анатолий Гаврилович	P570	дата смерти	0	0	2002-01-17	0	0	0
1995	гаврилович корнеев	Q4233283	Корнеев, Тимофей Гаврилович	P570	дата смерти	0	0	1945-06-20	0	0	0
1932	гаврилович навашин	Q552750	Навашин, Сергей Гаврилович	P570	дата смерти	0	0	1930-12-10	0	0	0
1943	гаврилович петров	Q2425322	Степан Гаврилович Скиталец	P570	дата смерти	0	0	1941-06-25	0	0	0
1941	гаврилович скиталец	Q2425322	Степан Гаврилович Скиталец	P570	дата смерти	0	0	1941-06-25	0	0	0
1928	гаврилович чернышевский	Q192331	Николай Гаврилович Чернышевский	P569	дата рождения	0	0	1828-07-24	0	0	0
[1984, 1985]	гаврилюк александр	Q2082375	Александр Николаевич Гаврилюк	P569	дата рождения	0	0	1984-08-19	0	0	0
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Звезды Африки	0	0	0	0	1962-02-06
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден «Георгий Димитров»	0	0	0	0	1961-05-24
1961	гагарин юрий	Q4381414	Проспект Юрия Гагарина	P138	названо в честь	Юрий Алексеевич Гагарин	0	0	1961-01-01	0	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Знамени	0	0	0	0	1961-08-21
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	медаль «За освоение целинных земель»	0	0	0	0	1961-04-12
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	национальный орден Плайя-Хирон	0	0	0	0	1961-07-18
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Карла Маркса	0	0	0	0	1963-10-22
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден «Крест Грюнвальда» I класса	0	0	0	0	1961-06-20
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден «Звезда Республики Индонезии»	0	0	0	0	1961-06-10
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Нила	0	0	0	0	1962-01-31
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	медаль «Золотая Звезда»	0	0	0	0	1961-04-14
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P410	воинское звание	полковник	0	0	1963-11-06	0	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P69	учебное заведение	Военно-воздушная инженерная академия имени Н. Е. Жуковского	0	0	1961-09-01	1968-03-02	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P410	воинское звание	старший лейтенант	0	0	1959-11-06	1961-04-12	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P410	воинское звание	майор	0	0	1961-04-12	1962-06-12	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Южного Креста	0	0	0	0	1961-01-01
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	Герой Социалистического Труда ЧССР	0	0	0	0	1961-04-29
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P410	воинское звание	лейтенант	0	0	1957-11-05	1959-11-06	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	орден Ленина	0	0	0	0	1961-04-14
[1957, 1958]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P69	учебное заведение	Оренбургское высшее военное авиационное Краснознамённое училище лётчиков	0	0	1955-10-27	1957-10-25	0
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P793	ключевое событие	космический полёт	0	0	0	0	1961-04-12
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	Герой Советского Союза	0	0	0	0	1961-04-14
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	Лётчик-космонавт СССР	0	0	0	0	1961-06-27
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	Герой Труда	0	0	0	0	1962-04-28
1961	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P166	полученные награды	Герой Социалистического Труда	0	0	0	0	1961-05-24
1961	гагарин юрий	Q4474677	Улица Юрия Гагарина	P138	названо в честь	Юрий Алексеевич Гагарин	0	0	1961-01-01	0	0
[1961, 1965]	гагарин юрий	Q7327	Юрий Алексеевич Гагарин	P410	воинское звание	подполковник	0	0	1962-06-12	1963-11-06	0
[1967, 1979]	гагаринский район	Q1983158	Гагаринский район	P138	названо в честь	Юрий Алексеевич Гагарин	0	0	1968-01-01	0	0
[1967, 1979]	гагаринский район	Q2636420	Гагаринский район	P571	дата основания/создания/возникновения	0	0	1975-11-13	0	0	0
[1994, 1999]	гагауз ерь	Q164819	Гагаузия	P571	дата основания/создания/возникновения	0	0	1994-12-23	0	0	0
[1990, 1994]	гагаузский республика	Q2504040	Республика Гагаузия	P571	дата основания/создания/возникновения	0	0	1990-08-19	0	0	0
[2004, 2005]	гагинский район	Q4452242	Тарханово	P131	административно-территориальная единица	Ветошкинский сельсовет	0	0	2004-06-15	0	0
1931	гагинский район	Q4452242	Тарханово	P131	административно-территориальная единица	Гагинский район	0	0	1929-01-14	2004-06-15	0
1931	гагинский район	Q1652025	Гагинский район	P571	дата основания/создания/возникновения	0	0	1929-01-01	0	0	0
2003	гадамер г	Q76356	Ганс Георг Гадамер	P570	дата смерти	0	0	2002-03-13	0	0	0
[1991, 1997]	гадамер г	Q76356	Ганс Георг Гадамер	P463	участник организации или клуба	Саксонская академия наук	0	0	1996-01-12	0	0
[2000, 2004]	гадамер г	Q76356	Ганс Георг Гадамер	P166	полученные награды	почётный гражданин Палермо	0	0	0	0	2000-01-01
[1991, 1997]	гадамер г	Q76356	Ганс Георг Гадамер	P166	полученные награды	Большой крест ордена «За заслуги перед Федеративной Республикой Германия»	0	0	0	0	1993-01-01
[2000, 2004]	гадамер г	Q76356	Ганс Георг Гадамер	P793	ключевое событие	столетний долгожитель	0	0	0	0	2000-02-11
[1991, 1997]	гадамер г	Q76356	Ганс Георг Гадамер	P463	участник организации или клуба	Саксонская академия наук	0	0	1947-10-01	1996-01-12	0
[1984, 1990]	гаджиев г	Q4131526	Гаджиев, Махач Гаджиевич	P569	дата рождения	0	0	1987-10-18	0	0	0
2009	гаджиев г	Q4131526	Гаджиев, Махач Гаджиевич	P54	член спортивной команды	Сатурн	0	0	2007-01-01	2010-01-01	0
2009	гаджиев г	Q4131526	Гаджиев, Махач Гаджиевич	P54	член спортивной команды	Крылья Советов	0	0	2005-01-01	2007-01-01	0
2009	гаджиев г	Q4131526	Гаджиев, Махач Гаджиевич	P54	член спортивной команды	Рубин	0	0	2009-01-01	2009-01-01	0
[2003, 2005]	гаджиев м	Q4131526	Гаджиев, Махач Гаджиевич	P54	член спортивной команды	Спартак	0	0	2003-01-01	2004-01-01	0
2000	гаджимет керимович	Q20202264	Сафаралиев, Гаджимет Керимович	P569	дата рождения	0	0	1950-06-26	0	0	0
2000	гаджимет керимович	Q20202264	Сафаралиев, Гаджимет Керимович	P937	место активности	Москва	0	0	2000-01-01	0	0
2006	гадкий лебедь	Q4131560	Гадкие лебеди	P577	дата публикации	0	0	2006-01-01	0	0	0
[1954, 1958]	гадкий утенок	Q4131556	Гадкий утёнок	P577	дата публикации	0	0	1956-01-01	0	0	0
2004	гадло а	Q4131559	Гадло, Александр Вильямович	P570	дата смерти	0	0	2002-04-13	0	0	0
