Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1935, 1939]	административный округ	Q830245	административный округ Бреслау	P131	административно-территориальная единица	Нижняя Силезия	0	0	1919-01-01	1938-01-01	0
[1945, 1951]	административный округ	Q205816	административный округ Лигниц	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1989, 2006]	административный округ	Q307234	Восточный административный округ	P571	дата основания/создания/возникновения	0	0	1991-07-10	0	0	0
[1945, 1951]	административный округ	Q7924	Арнсберг	P131	административно-территориальная единица	Северный Рейн-Вестфалия	0	0	1946-01-01	0	0
[1945, 1951]	административный округ	Q930404	административный округ Эрфурт	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1989, 2006]	административный округ	Q93392	Лёвен	P131	административно-территориальная единица	Фламандский Брабант	0	0	1995-01-01	0	0
[1989, 2006]	административный округ	Q93392	Лёвен	P131	административно-территориальная единица	Брабант	0	0	1830-01-01	1995-01-01	0
[1945, 1951]	административный округ	Q827092	административный округ Оппельн	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1989, 2006]	административный округ	Q121979	Юго-Восточный административный округ	P571	дата основания/создания/возникновения	0	0	1991-07-10	0	0	0
[1945, 1951]	административный округ	Q870107	административный округ Штеттин	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1945, 1951]	административный округ	Q819762	Земли Гогенцоллернов	P576	дата прекращения существования	0	0	1947-01-01	0	0	0
[1945, 1951]	административный округ	Q7926	Дюссельдорф	P131	административно-территориальная единица	Северный Рейн	0	0	1945-07-05	1946-08-23	0
[1945, 1951]	административный округ	Q7926	Дюссельдорф	P131	административно-территориальная единица	Рейнская провинция	0	0	1822-06-22	1945-07-05	0
[1989, 2006]	административный округ	Q462247	Северо-Восточный административный округ	P571	дата основания/создания/возникновения	0	0	1991-07-10	0	0	0
[1989, 2006]	административный округ	Q314251	Административный округ Люнебург	P31	это частный случай понятия	административный округ Нижней Саксонии	0	0	1947-02-25	2004-12-31	0
[1989, 2006]	административный округ	Q462377	Южный административный округ	P571	дата основания/создания/возникновения	0	0	1991-07-10	0	0	0
[1945, 1951]	административный округ	Q7926	Дюссельдорф	P131	административно-территориальная единица	Северный Рейн-Вестфалия	0	0	1946-08-23	0	0
[1945, 1951]	административный округ	Q826914	административный округ Франкфурт	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1945, 1951]	административный округ	Q7923	Детмольд	P571	дата основания/создания/возникновения	0	0	1947-01-01	0	0	0
[1989, 2006]	административный округ	Q314251	Административный округ Люнебург	P131	административно-территориальная единица	Нижняя Саксония	0	0	1946-08-23	2004-12-31	0
[1945, 1951]	административный округ	Q314251	Административный округ Люнебург	P131	административно-территориальная единица	провинция Ганновер	0	0	1885-04-01	1946-08-23	0
[1945, 1951]	административный округ	Q321549	административный округ Кёслин	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1945, 1951]	административный округ	Q897087	Административный округ Штаде	P17	государство	Германия	0	0	1946-01-01	1978-01-31	0
[1945, 1951]	административный округ	Q830245	административный округ Бреслау	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1989, 2006]	административный округ	Q462016	Северный административный округ	P571	дата основания/создания/возникновения	0	0	1991-07-10	0	0	0
[1989, 2006]	административный округ	Q314251	Административный округ Люнебург	P576	дата прекращения существования	0	0	2004-12-31	0	0	0
[1935, 1939]	административный округ	Q205816	административный округ Лигниц	P131	административно-территориальная единица	Нижняя Силезия	0	0	1919-01-01	1938-01-01	0
[1945, 1951]	административный округ	Q7927	Кёльн	P131	административно-территориальная единица	Северный Рейн-Вестфалия	0	0	1946-08-23	0	0
[1935, 1939]	административный округ	Q205816	административный округ Лигниц	P131	административно-территориальная единица	Силезия	0	0	1938-01-01	1941-01-01	0
[1945, 1951]	административный округ	Q7927	Кёльн	P131	административно-территориальная единица	Рейнская провинция	0	0	1822-06-22	1945-01-01	0
[1945, 1951]	административный округ	Q531205	административный округ Кёнигсберг	P576	дата прекращения существования	0	0	1945-01-01	0	0	0
[1945, 1951]	административный округ	Q897087	Административный округ Штаде	P131	административно-территориальная единица	Нижняя Саксония	0	0	1946-01-01	1978-01-31	0
[1926, 1936]	административный район	Q457499	Кубинский район	P571	дата основания/создания/возникновения	0	0	1929-04-08	0	0	0
[1991, 1998]	администрация глава	Q2741486	глава администрации Гонконга	P571	дата основания/создания/возникновения	0	0	1997-07-01	0	0	0
[1991, 2000]	администрация город	Q4057839	Администрация города Кирова	P571	дата основания/создания/возникновения	0	0	1991-12-01	0	0	0
[2004, 2009]	администрация городской	Q11739162	Киевская городская государственная администрация	P488	руководитель	Омельченко, Александр Александрович	0	0	1996-08-08	2006-04-20	0
[2004, 2009]	администрация городской	Q11739162	Киевская городская государственная администрация	P488	руководитель	Леонид Михайлович Черновецкий	0	0	2006-04-20	2012-07-12	0
[1996, 1998]	администрация городской	Q11739162	Киевская городская государственная администрация	P488	руководитель	Косаковский, Леонид Григорьевич	0	0	1995-07-10	1996-07-19	0
[1994, 2001]	администрация петербург	Q1993715	Правительство Санкт-Петербурга	P571	дата основания/создания/возникновения	0	0	1996-01-01	0	0	0
[1991, 2000]	администрация президент	Q2060629	Администрация президента России	P571	дата основания/создания/возникновения	0	0	1991-07-19	0	0	0
[1991, 1997]	администрация россия	Q2060629	Администрация президента России	P571	дата основания/создания/возникновения	0	0	1991-07-19	0	0	0
[1991, 1996]	администрация сельский	Q60046734	Новосоветский сельский совет	P17	государство	Россия	0	0	1991-12-26	1998-09-24	0
[2003, 2006]	адмирал исаков	Q45319808	Медаль «Адмирал Исаков»	P571	дата основания/создания/возникновения	0	0	2004-08-27	0	0	0
[1980, 1985]	адмирал кузнецов	Q274924	Адмирал Флота Советского Союза Кузнецов	P793	ключевое событие	закладка судна	0	0	0	0	1982-04-01
[1987, 1995]	адмирал кузнецов	Q274924	Адмирал Флота Советского Союза Кузнецов	P137	обслуживающее лицо	Военно-Морской Флот Российской Федерации	0	0	1992-01-01	0	0
[1980, 1985]	адмирал кузнецов	Q274924	Адмирал Флота Советского Союза Кузнецов	P793	ключевое событие	поручение	0	0	0	0	1981-03-03
[1987, 1995]	адмирал кузнецов	Q274924	Адмирал Флота Советского Союза Кузнецов	P793	ключевое событие	ввод судна в эксплуатацию	0	0	0	0	1990-12-25
[1987, 1995]	адмирал кузнецов	Q274924	Адмирал Флота Советского Союза Кузнецов	P729	дата принятия в эксплуатацию	0	0	1990-12-25	0	0	0
[1983, 1993]	адмирал лазарев	Q945572	Адмирал Лазарев	P729	дата принятия в эксплуатацию	0	0	1984-10-31	0	0	0
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P793	ключевое событие	ввод судна в эксплуатацию	0	0	0	0	1944-07-15
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P793	ключевое событие	списание судна	0	0	0	0	1945-03-23
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P793	ключевое событие	изменение имени	0	0	0	0	1945-03-25
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P137	обслуживающее лицо	Береговая охрана США	0	0	1943-03-08	1945-03-25	0
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P138	названо в честь	Степан Осипович Макаров	0	0	1945-03-25	1949-12-28	0
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P793	ключевое событие	спуск судна на воду	0	0	0	0	1943-03-08
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P137	обслуживающее лицо	Военно-Морской Флот СССР	0	0	1945-03-25	1949-12-28	0
[1942, 1946]	адмирал макаров	Q46159	Адмирал Макаров	P793	ключевое событие	закладка судна	0	0	0	0	1942-07-20
[1984, 1991]	адмирал нахимов	Q504292	Адмирал Нахимов (атомный крейсер)	P571	дата основания/создания/возникновения	0	0	1986-04-25	0	0	0
[1984, 1991]	адмирал нахимов	Q504292	Адмирал Нахимов (атомный крейсер)	P729	дата принятия в эксплуатацию	0	0	1988-12-30	0	0	0
[1944, 1945]	адмирал нимица	Q217645	Нимиц, Честер Уильям	P39	занимаемая должность	Верховный комиссар Подопечной территории Тихоокеанские острова	0	0	1944-06-19	1945-11-24	0
[1944, 1945]	адмирал нимица	Q217645	Нимиц, Честер Уильям	P410	воинское звание	Адмирал флота	0	0	1944-12-19	0	0
[1964, 1969]	адмирал нимица	Q217645	Нимиц, Честер Уильям	P570	дата смерти	0	0	1966-02-20	0	0	0
[1947, 1948]	адмирал нимица	Q217645	Нимиц, Честер Уильям	P39	занимаемая должность	Руководитель военно-морскими операциями	0	0	1945-12-15	1947-12-15	0
[1977, 1979]	адмирал трибуц	Q4471151	Улица Адмирала Трибуца	P138	названо в честь	Трибуц, Владимир Филиппович	0	0	1978-10-16	0	0
[1989, 1998]	адмирал ушаков	Q2573281	Киров	P138	названо в честь	Фёдор Фёдорович Ушаков	0	0	1992-01-01	0	0
[1950, 1954]	адмирал ушаков	Q4057877	Адмирал Ушаков	P577	дата публикации	0	0	1953-01-01	0	0	0
[1962, 1963]	адмирал флот	Q21824635	адмирал флота	P580	дата начала	0	0	1962-01-01	0	0	0
[1940, 1947]	адмирал флот	Q21824635	адмирал флота	P580	дата начала	0	0	1940-01-01	0	0	0
[1991, 2000]	адмирал флот	Q21824635	адмирал флота	P582	дата окончания	0	0	1992-01-01	0	0	0
[1943, 1944]	адмирал ямамото	Q152325	Исороку Ямамото	P570	дата смерти	0	0	1943-04-18	0	0	0
[1947, 1949]	адмиралтейский завод	Q4198224	Ижорский завод	P138	названо в честь	Андрей Александрович Жданов	0	0	1948-01-01	1989-01-01	0
[1989, 1993]	адмиралтейский ижорский	Q4198224	Ижорский завод	P138	названо в честь	Андрей Александрович Жданов	0	0	1948-01-01	1989-01-01	0
[1994, 2000]	адмиралтейский район	Q219746	Адмиралтейский район	P571	дата основания/создания/возникновения	0	0	1994-03-11	0	0	0
[1955, 1963]	аднан мендерес	Q238745	Аднан Мендерес	P570	дата смерти	0	0	1961-09-17	0	0	0
[1925, 1926]	адольф адольфович	Q363580	Пилар фон Пильхау, Адольф Константин Якоб	P570	дата смерти	0	0	1925-06-17	0	0	0
[2008, 2009]	адольф борисович	Q4162575	Дихтярь, Адольф Борисович	P570	дата смерти	0	0	2008-02-26	0	0	0
[1944, 1945]	адольф вагнер	Q84346	Адольф Вагнер	P570	дата смерти	0	0	1944-04-12	0	0	0
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P166	полученные награды	Honorary citizen of Sankt Andreasberg	0	0	0	0	1933-04-04
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P166	полученные награды	honorary citizenship of Goslar	Гослар	0	t	1945-04-30	0
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P166	полученные награды	Honorary citizenship of Trier	Трир	0	0	0	1933-01-01
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P166	полученные награды	Honorary citizenship of Trier	Трир	0	1933-01-01	2010-01-01	0
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P39	занимаемая должность	рейхсштатгальтер	Пруссия	0	1933-01-30	1945-04-30	0
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P39	занимаемая должность	рейхсканцлер	0	0	1933-01-30	1945-04-30	0
[1931, 1936]	адольф гитлер	Q352	Адольф Гитлер	P39	занимаемая должность	рейхспрезидент	0	0	1934-08-02	1945-04-30	0
[1995, 1996]	адольф иосифович	Q4212379	Каневский, Адольф Иосифович	P570	дата смерти	0	0	1995-05-07	0	0	0
[1967, 1968]	адольф иосифович	Q15382944	Минкин, Адольф Иосифович	P570	дата смерти	0	0	1967-01-31	0	0	0
[1942, 1943]	адольф майер	Q71538	Майер, Адольф Эдуард	P570	дата смерти	0	0	1942-12-25	0	0	0
[1993, 1997]	адольф павлович	Q363560	Юшкевич, Адольф Павлович	P570	дата смерти	0	0	1993-07-17	0	0	0
[1978, 1981]	адольф петрович	Q336037	Адольф Скулте	P166	полученные награды	народный артист СССР	0	0	0	0	1979-01-01
[1955, 1956]	адольф тайми	Q2655547	Тайми, Адольф Петрович	P570	дата смерти	0	0	1955-01-01	0	0	0
[2000, 2001]	адольф трофимович	Q4300104	Мокроносов, Адольф Трофимович	P570	дата смерти	0	0	2000-06-25	0	0	0
[1957, 1958]	адольф федорович	Q4373670	Поскотин, Адольф Фёдорович	P54	член спортивной команды	Текстильщик	0	0	1957-01-01	1958-01-01	0
[1984, 1986]	адольф фишер	Q361556	Адольф Фишер	P570	дата смерти	0	0	1984-10-21	0	0	0
[1996, 2005]	адольф фон	Q88729	Тадден, Адольф фон	P570	дата смерти	0	0	1996-07-17	0	0	0
[1996, 2005]	адольф фон	Q88729	Тадден, Адольф фон	P570	дата смерти	0	0	1996-07-16	0	0	0
[1939, 1943]	адольф фон	Q73365	Трота, Адольф фон	P570	дата смерти	0	0	1940-10-11	0	0	0
[1947, 1948]	адольф фридрих	Q72631	Панет, Фридрих Адольф	P166	полученные награды	член Лондонского королевского общества	0	0	0	0	1947-03-20
[1947, 1948]	адольф фридрих	Q72631	Панет, Фридрих Адольф	P463	участник организации или клуба	Лондонское королевское общество	0	0	1947-03-20	0	0
[1953, 1964]	адольф хойзингер	Q60337	Хойзингер, Адольф	P166	полученные награды	Большой крест со звездой и плечевой лентой ордена «За заслуги перед Федеративной Республикой Германия»	0	0	0	0	1963-01-01
[1953, 1964]	адольф хойзингер	Q60337	Хойзингер, Адольф	P39	занимаемая должность	Bundeswehr Chief of Defence	0	0	1957-06-01	1964-04-01	0
[1957, 1962]	адольф шерф	Q72898	Шерф, Адольф	P39	занимаемая должность	президент Австрии	0	0	1957-05-22	1965-02-28	0
[1957, 1962]	адольф шерф	Q72898	Шерф, Адольф	P166	полученные награды	Большой крест в специальном исполнении ордена «За заслуги перед Федеративной Республикой Германия»	0	0	0	0	1957-06-11
[1955, 1960]	адольф шмидт	Q41335356	Адольф Шмидт	P39	занимаемая должность	assistant judge	Q1655055	0	1954-01-01	1957-01-01	0
[1960, 1964]	адольф эйхман	Q28085	Эйхман, Адольф	P570	дата смерти	0	0	1962-05-31	0	0	0
[1959, 1964]	адольфо лопес	Q335533	Лопес Матеос, Адольфо	P1411	номинирован на	Нобелевская премия мира	0	0	0	0	1963-01-01
