Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1998, 1999]	гильдия киноактер	Q1809363	Премия Гильдии киноактёров США 1998 года	P585	момент времени	0	0	1998-01-01	0	0	0
1967	гильермо гарсиа	Q4372023	Понсе, Гильермо Гарсиа	P2632	место содержания под стражей	Q5793197	0	0	1964-01-01	1967-02-01	0
2007	гильермо дель	Q219124	Гильермо дель Торо	P166	полученные награды	премия «Хьюго» за лучшее драматическое представление (крупная форма)	0	0	0	0	2007-01-01
[1975, 1981]	гильермо диас	Q1140031	Гильермо Диас	P569	дата рождения	0	0	1975-03-22	0	0	0
[1934, 1936]	гиляровский владимир	Q521170	Владимир Алексеевич Гиляровский	P570	дата смерти	0	0	1935-10-01	0	0	0
1956	гимн государственный	Q16655145	Избранникам русского народа	P577	дата публикации	0	0	1906-05-10	0	0	0
1956	гимн государственный	Q16655145	Избранникам русского народа	P676	автор текста	Николай Матвеевич Соколов	0	0	0	0	1906-01-01
1956	гимн государственный	Q16655145	Избранникам русского народа	P571	дата основания/создания/возникновения	0	0	1906-03-01	0	0	0
[1947, 1953]	гимн демократический	Q4138495	Гимн демократической молодёжи мира	P577	дата публикации	0	0	1947-07-25	0	0	0
[1947, 1953]	гимн демократический	Q4138495	Гимн демократической молодёжи мира	P175	исполнитель/артист	Абрамов, Георгий Андреевич	0	0	0	0	1947-07-25
1945	гимн единый	Q322543	Песня Единого фронта	P577	дата публикации	0	0	1943-01-01	0	0	0
1949	гимн молодежь	Q4138495	Гимн демократической молодёжи мира	P175	исполнитель/артист	Абрамов, Георгий Андреевич	0	0	0	0	1947-07-25
1949	гимн молодежь	Q4138495	Гимн демократической молодёжи мира	P577	дата публикации	0	0	1947-07-25	0	0	0
1949	гимн петербург	Q4138482	Гимн Санкт-Петербурга	P577	дата публикации	0	0	1949-01-01	0	0	0
1994	гимн республика	Q1199595	Гимн Татарстана	P577	дата публикации	0	0	1993-07-14	0	0	0
[1964, 1967]	гимнаст ссср	Q59355966	Гимнасты СССР	P571	дата основания/создания/возникновения	0	0	1964-01-01	0	0	0
[1937, 1941]	гин в	Q4138593	Гин, Виктор Борисович	P569	дата рождения	0	0	1939-01-17	0	0	0
[1967, 1968]	гиндин е	Q4138609	Гиндин, Михаил Ефимович	P570	дата смерти	0	0	1967-01-01	0	0	0
1936	гинек мах	Q361265	Маха, Карел Гинек	P570	дата смерти	0	0	1836-11-05	0	0	0
1936	гинек мах	Q361265	Маха, Карел Гинек	P119	место погребения	Литомержице	0	0	1836-11-08	1938-10-01	0
[1924, 1928]	гинзбург а	Q4138624	Валерий Аркадьевич Гинзбург	P569	дата рождения	0	0	1925-02-16	0	0	0
[1946, 1951]	гинзбург а	Q4138623	Гинзбург, Александр Маркович	P570	дата смерти	0	0	1949-01-01	0	0	0
1999	гинзбург александр	Q4138623	Гинзбург, Александр Маркович	P570	дата смерти	0	0	1949-01-01	0	0	0
[1977, 1978]	гинзбург александр	Q2459284	Александр Аркадьевич Галич	P570	дата смерти	0	0	1977-12-15	0	0	0
[1923, 1928]	гинзбург в	Q4138624	Валерий Аркадьевич Гинзбург	P569	дата рождения	0	0	1925-02-16	0	0	0
[1996, 2000]	гинзбург виталий	Q104668	Виталий Лазаревич Гинзбург	P166	полученные награды	Золотая медаль Нильса Бора	0	0	0	0	1998-01-01
[2006, 2007]	гинзбург виталий	Q4138627	Гинзбург, Виталий Аркадьевич	P570	дата смерти	0	0	2006-01-01	0	0	0
1990	гинзбург виталий	Q104668	Виталий Лазаревич Гинзбург	P463	участник организации или клуба	Европейская академия	0	0	1990-01-01	0	0
2004	гинзбург виталий	Q104668	Виталий Лазаревич Гинзбург	P166	полученные награды	Нобелевская премия по физике	0	0	0	0	2003-01-01
[1986, 1993]	гинзбург виталий	Q104668	Виталий Лазаревич Гинзбург	P166	полученные награды	золотая медаль Королевского астрономического общества	0	0	0	0	1991-01-01
1990	гинзбург лидия	Q2635034	Лидия Яковлевна Гинзбург	P570	дата смерти	0	0	1990-07-17	0	0	0
[1968, 1973]	гинцбург а	Q4138674	Гинцбург, Александр Ильич	P570	дата смерти	0	0	1972-03-10	0	0	0
[1973, 1978]	гинько в	Q4138686	Гинько, Елена Валерьевна	P569	дата рождения	0	0	1976-07-30	0	0	0
[1980, 1984]	гиперболоид и	Q650555	Кино	P571	дата основания/создания/возникновения	0	0	1981-01-01	0	0	0
[1956, 1960]	гиперплазия надпочечник	Q366868	Врождённая гиперплазия коры надпочечников	P2176	лекарство, используемое для лечения	Метилпреднизолон	0	0	1957-10-23	0	0
1991	гиппиус к	Q4138826	Гиппиус, Карл Карлович	P570	дата смерти	0	0	1941-05-21	0	0	0
1992	гиренко н	Q4138892	Гиренко, Николай Михайлович	P39	занимаемая должность	депутат	0	0	1990-01-01	1993-01-01	0
2004	гиренко н	Q4138892	Гиренко, Николай Михайлович	P570	дата смерти	0	0	2004-06-19	0	0	0
1992	гиренко н	Q4138892	Гиренко, Николай Михайлович	P39	занимаемая должность	директор	Кунсткамера	0	1991-01-01	1992-01-01	0
[1931, 1933]	гиссарский район	Q2592671	Гиссарский район	P571	дата основания/создания/возникновения	0	0	1932-01-29	0	0	0
[1963, 1967]	гитара петь	Q2471678	Поющие гитары	P571	дата основания/создания/возникновения	0	0	1966-01-01	0	0	0
2008	гитара с	Q4156475	Девушка с гитарой	P577	дата публикации	0	0	1958-01-01	0	0	0
1978	гитис имя	Q2177054	Российский институт театрального искусства — ГИТИС	P571	дата основания/создания/возникновения	0	0	1878-01-01	0	0	0
[1967, 1969]	гитлер весна	Q315732	Продюсеры	P166	полученные награды	премия «Оскар» за лучший оригинальный сценарий	0	0	0	0	1968-01-01
[1967, 1969]	гитлер весна	Q315732	Продюсеры	P577	дата публикации	0	0	1968-01-01	0	0	0
[1994, 1998]	гитлер для	Q315732	Продюсеры	P166	полученные награды	Национальный реестр фильмов США	0	0	0	0	1996-01-01
[1941, 1945]	гитлер на	Q105570	Заговор 20 июля	P585	момент времени	0	0	1944-07-20	0	0	0
1942	гитлер отто	Q22084775	Отто Гитлер	P569	дата рождения	0	0	1892-06-17	0	0	0
1942	гитлер отто	Q22084775	Отто Гитлер	P570	дата смерти	0	0	1892-06-23	0	0	0
1934	гитлер первый	Q159196	Кабинет Гитлера	P580	дата начала	0	0	1933-01-01	0	0	0
1934	гитлер первый	Q159196	Кабинет Гитлера	P571	дата основания/создания/возникновения	0	0	1933-01-01	0	0	0
[1941, 1945]	гитлер против	Q105570	Заговор 20 июля	P585	момент времени	0	0	1944-07-20	0	0	0
2003	гия данелия	Q380252	Георгий Николаевич Данелия	P166	полученные награды	Триумф	0	0	0	0	2002-01-01
[2000, 2004]	гия данелия	Q380252	Георгий Николаевич Данелия	P166	полученные награды	орден «За заслуги перед Отечеством» III степени	0	0	0	0	2000-08-29
[2000, 2004]	гия данелия	Q380252	Георгий Николаевич Данелия	P166	полученные награды	орден Чести	0	0	0	0	2000-01-01
2003	гия данелия	Q380252	Георгий Николаевич Данелия	P166	полученные награды	Странник	0	0	0	0	2002-01-01
